frame,ped_id,x,y,vx,vy,time_s,speed,direction_deg,ax,ay,acceleration,nearest_distance,ttc
111,3,-0.954758,1.260439,-0.534231,1.333175,7.333333,1.436231,111.837000,-0.071448,0.094800,0.118709,0.713183,
121,3,-1.214420,1.852805,-0.668729,1.180111,8.000000,1.356415,119.538768,-0.201747,-0.229596,0.305641,0.725474,
131,3,-1.489741,2.204527,-0.688304,0.879305,8.666667,1.116665,128.053198,-0.029363,-0.451209,0.452163,0.914268,
1,4,2.740179,-2.423851,0.053061,1.815625,0.000000,1.816400,88.326036,,,,2.176420,
11,4,2.761404,-1.697601,-0.017160,1.774955,0.666667,1.775038,90.553896,-0.105331,-0.061005,0.121721,2.525840,
21,4,2.726452,-1.003886,-0.044979,1.678875,1.333333,1.679477,91.534648,-0.041729,-0.144121,0.150040,2.721858,
31,4,2.725421,-0.354501,-0.017135,1.772451,2.000000,1.772534,90.553896,0.041765,0.140364,0.146446,3.054706,
41,4,2.712743,0.414074,-0.135072,1.691759,2.666667,1.697142,94.564865,-0.176904,-0.121038,0.214349,3.400302,
51,4,2.617363,0.998906,-0.158912,1.670942,3.333333,1.678482,95.432670,-0.035760,-0.031225,0.047474,3.689942,
61,4,2.585614,1.750828,-0.116577,1.615975,4.000000,1.620175,94.126186,0.063502,-0.082450,0.104070,4.045890,
71,4,2.524102,2.291687,-0.153780,1.352147,4.666667,1.360863,96.488400,-0.055805,-0.395743,0.399658,4.161042,
1,5,-1.585502,0.927584,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.413466,4.118927
11,5,-1.585502,0.927584,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,3.238058
21,5,-1.585502,0.927584,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.744964
31,5,-1.585502,0.927584,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.696165
41,5,-1.585502,0.927584,0.000000,0.000000,2.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.315033
51,5,-1.585502,0.927584,0.000000,0.000000,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.026010
61,5,-1.585502,0.927584,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,1.725759
71,5,-1.585502,0.927584,0.000000,0.000000,4.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,1.347784
81,5,-1.585502,0.927584,0.000000,0.000000,5.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,
91,5,-1.585502,0.927584,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,
101,5,-1.585502,0.927584,0.000000,0.000000,6.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,
111,5,-1.585502,0.927584,0.000000,0.000000,7.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
121,5,-1.585502,0.927584,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
131,5,-1.585502,0.927584,0.000000,0.000000,8.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
141,5,-1.585502,0.927584,0.000000,0.000000,9.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
151,5,-1.585502,0.927584,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
161,5,-1.585502,0.927584,0.000000,0.000000,10.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
171,5,-1.585502,0.927584,0.000000,0.000000,11.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
181,5,-1.585502,0.927584,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
191,5,-1.585502,0.927584,0.000000,0.000000,12.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
201,5,-1.585502,0.927584,0.000000,0.000000,13.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
211,5,-1.585502,0.927584,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
221,5,-1.585502,0.927584,0.000000,0.000000,14.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
231,5,-1.585502,0.927584,-0.024580,0.003723,15.333333,0.024861,171.386596,-0.036870,0.005585,0.037291,0.404496,
241,5,-1.605166,0.930562,-0.024580,0.003723,16.000000,0.024861,171.386596,0.000000,0.000000,0.000000,0.404583,
251,5,-1.605166,0.930562,0.000000,0.000000,16.666667,0.000000,0.000000,0.036870,-0.005585,0.037291,0.404583,
1,6,-1.721150,1.318164,0.000000,0.000000,0.000000,0.000000,0.000000,,,,0.413466,4.435434
11,6,-1.721150,1.318164,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,3.475208
21,6,-1.721150,1.318164,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.981151
31,6,-1.721150,1.318164,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.951372
41,6,-1.721150,1.318164,0.000000,0.000000,2.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.580043
51,6,-1.721150,1.318164,0.000000,0.000000,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,2.320152
61,6,-1.721150,1.318164,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,1.968142
71,6,-1.721150,1.318164,0.000000,0.000000,4.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,1.550585
81,6,-1.721150,1.318164,0.000000,0.000000,5.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,
91,6,-1.721150,1.318164,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413466,
101,6,-1.721150,1.318164,0.024632,-0.003822,6.666667,0.024927,351.180375,0.036948,-0.005733,0.037390,0.413466,
111,6,-1.701444,1.315107,0.024632,-0.003822,7.333333,0.024927,351.180375,0.000000,0.000000,0.000000,0.404496,
121,6,-1.701444,1.315107,0.000000,0.000000,8.000000,0.000000,0.000000,-0.036948,0.005733,0.037390,0.404496,
131,6,-1.701444,1.315107,0.000000,0.000000,8.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
141,6,-1.701444,1.315107,0.000000,0.000000,9.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
151,6,-1.701444,1.315107,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
161,6,-1.701444,1.315107,0.000000,0.000000,10.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
171,6,-1.701444,1.315107,0.000000,0.000000,11.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
181,6,-1.701444,1.315107,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
191,6,-1.701444,1.315107,0.000000,0.000000,12.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
201,6,-1.701444,1.315107,0.000000,0.000000,13.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
211,6,-1.701444,1.315107,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
221,6,-1.701444,1.315107,0.000000,0.000000,14.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.404496,
231,6,-1.701444,1.315107,-0.024632,0.003822,15.333333,0.024927,171.180375,-0.036948,0.005733,0.037390,0.404496,
241,6,-1.721150,1.318164,-0.024632,0.003822,16.000000,0.024927,171.180375,0.000000,0.000000,0.000000,0.404583,
251,6,-1.721150,1.318164,0.000000,0.000000,16.666667,0.000000,0.000000,0.036948,-0.005733,0.037390,0.404583,
1,7,-2.444824,2.278786,0.031010,0.511833,0.000000,0.512772,86.532913,,,,1.202705,
11,7,-2.432421,2.483519,0.024804,0.409407,0.666667,0.410158,86.532913,-0.009308,-0.153638,0.153920,1.365268,
21,7,-2.424981,2.606312,0.077782,0.451895,1.333333,0.458540,80.233763,0.079466,0.063731,0.101865,1.467890,
31,7,-2.370195,2.845035,0.010499,1.005331,2.000000,1.005386,89.401671,-0.100924,0.830154,0.836267,1.659094,
41,7,-2.416582,3.410577,-0.053512,1.196424,2.666667,1.197620,92.560950,-0.096017,0.286639,0.302293,2.204952,
51,7,-2.413005,3.802174,0.008942,0.978993,3.333333,0.979034,89.476666,0.093682,-0.326146,0.339334,2.578559,
1,8,-1.447687,-0.755848,0.000000,0.000000,0.000000,0.000000,0.000000,,,,1.689063,
11,8,-1.447687,-0.755848,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
21,8,-1.447687,-0.755848,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
31,8,-1.447687,-0.755848,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
41,8,-1.447687,-0.755848,0.000000,0.000000,2.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
51,8,-1.447687,-0.755848,0.000000,0.000000,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
61,8,-1.447687,-0.755848,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
71,8,-1.447687,-0.755848,0.000000,0.000000,4.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.327500,
81,8,-1.447687,-0.755848,0.000000,0.000000,5.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.161172,
91,8,-1.447687,-0.755848,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333756,
101,8,-1.447687,-0.755848,0.000000,0.000000,6.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.677669,
111,8,-1.447687,-0.755848,0.000000,0.000000,7.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
121,8,-1.447687,-0.755848,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
131,8,-1.447687,-0.755848,0.000000,0.000000,8.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
141,8,-1.447687,-0.755848,0.000000,0.000000,9.333333,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
151,8,-1.447687,-0.755848,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
161,8,-1.447687,-0.755848,0.000000,0.000000,10.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.689063,
171,8,-1.447687,-0.755848,-0.090644,0.140717,11.333333,0.167385,122.787768,-0.135966,0.211076,0.251077,1.689063,
181,8,-1.520202,-0.643274,0.000000,0.000000,12.000000,0.000000,0.000000,0.135966,-0.211076,0.251077,1.572214,
191,8,-1.447687,-0.755848,0.090644,-0.140717,12.666667,0.167385,302.787768,0.135966,-0.211076,0.251077,1.689063,
201,8,-1.447687,-0.755848,-0.139794,0.147397,13.333333,0.203146,133.483471,-0.345656,0.432172,0.553399,1.689063,
211,8,-1.559522,-0.637930,-0.087621,0.191698,14.000000,0.210773,114.564065,0.078260,0.066451,0.102666,1.565729,
221,8,-1.517784,-0.602490,0.139794,-0.147397,14.666667,0.203146,313.483471,0.341122,-0.508642,0.612439,1.531571,
231,8,-1.447687,-0.755848,0.087621,-0.191698,15.333333,0.210773,294.564065,-0.078260,-0.066451,0.102666,1.689063,
241,8,-1.447687,-0.755848,0.000000,0.000000,16.000000,0.000000,0.000000,-0.131431,0.287547,0.316160,1.693747,
251,8,-1.447687,-0.755848,0.000000,0.000000,16.666667,0.000000,0.000000,0.000000,0.000000,0.000000,1.693747,
1,9,1.164455,-8.604599,0.053473,-1.567786,0.000000,1.568698,271.953447,,,,1.726448,
11,9,1.185844,-9.231714,0.053473,-1.567786,0.666667,1.568698,271.953447,0.000000,0.000000,0.000000,1.444898,
1,10,-0.105799,-9.902063,0.002913,0.051075,0.000000,0.051158,86.736229,,,,1.815752,
11,10,-0.104634,-9.881633,0.002913,0.051075,0.666667,0.051158,86.736229,0.000000,0.000000,0.000000,1.444898,
141,11,0.396057,2.898910,-0.158370,-1.931815,9.333333,1.938295,265.313389,,,,0.867626,
151,11,0.332709,2.126184,-0.068237,-2.023739,10.000000,2.024889,268.068806,0.135198,-0.137886,0.193109,1.121427,
161,11,0.341467,1.279919,0.095630,-2.077213,10.666667,2.079413,272.635889,0.245800,-0.080211,0.258557,1.467216,
171,11,0.409213,0.464413,0.095670,-2.078255,11.333333,2.080456,272.635693,0.000061,-0.001562,0.001564,1.743984,
181,11,0.418004,-0.382685,0.117835,-2.106130,12.000000,2.109424,273.202276,0.033247,-0.041813,0.053420,1.955645,
191,11,0.503481,-1.220490,0.142895,-2.084907,12.666667,2.089798,273.920804,0.037591,0.031834,0.049259,2.005729,
201,11,0.532320,-2.050611,0.095689,-2.078430,13.333333,2.080631,272.635997,-0.070809,0.009716,0.071472,2.365764,
211,11,0.580033,-2.883234,0.090035,-2.179351,14.000000,2.181210,272.365711,-0.008481,-0.151382,0.151619,2.559970,
221,11,0.604348,-3.794091,0.225614,-2.293853,14.666667,2.304921,275.617300,0.203367,-0.171753,0.266190,2.893339,
231,11,0.760523,-4.718317,0.127279,-2.360736,15.333333,2.364165,273.086101,-0.147502,-0.100325,0.178388,3.059525,
241,11,0.706171,-5.682680,-0.076105,-2.190632,16.000000,2.191953,268.010284,-0.305075,0.255157,0.397713,1.958321,
251,11,0.699639,-6.470822,0.048695,-2.077259,16.666667,2.077829,271.342867,0.187199,0.170060,0.252911,0.978893,
261,11,0.745127,-7.344487,0.135850,-2.210942,17.333333,2.215112,273.516083,0.130733,-0.200525,0.239377,1.911106,
271,11,0.808319,-8.239576,0.112319,-2.209715,18.000000,2.212568,272.909823,-0.035296,0.001841,0.035344,3.419527,
281,11,0.834982,-9.112259,0.066656,-2.181709,18.666667,2.182727,271.749981,-0.068494,0.042009,0.080351,3.606691,
141,12,1.260744,2.827546,0.203823,-0.532804,9.333333,0.570459,290.934263,,,,0.867626,
151,12,1.342273,2.614425,0.128820,-0.619026,10.000000,0.632288,281.755559,-0.112504,-0.129334,0.171419,0.973044,
161,12,1.363800,2.332326,-0.000740,-0.845307,10.666667,0.845308,269.949827,-0.194341,-0.339422,0.391121,0.966671,
171,12,1.341681,1.938179,0.031714,-1.099456,11.333333,1.099913,271.652230,0.048681,-0.381223,0.384318,0.853176,
181,12,1.389171,1.452761,0.068319,-1.280079,12.000000,1.281901,273.055008,0.054907,-0.270935,0.276443,0.810608,
191,12,1.396336,0.914116,-0.058447,-1.460067,12.666667,1.461236,267.707660,-0.190148,-0.269982,0.330222,0.760178,1.173982
201,12,1.342414,0.284707,-0.019047,-1.591544,13.333333,1.591658,269.314345,0.059100,-0.197216,0.205881,0.701596,2.595462
211,12,1.381098,-0.359120,-0.042320,-1.590584,14.000000,1.591147,268.475925,-0.034909,0.001441,0.034939,0.729484,
221,12,1.308558,-0.987760,-0.117424,-1.681671,14.666667,1.685766,266.005770,-0.112656,-0.136631,0.177086,0.648556,0.481525
231,12,1.287159,-1.704457,-0.008460,-1.823391,15.333333,1.823411,269.734157,0.163445,-0.212580,0.268150,0.647101,
241,12,1.301790,-2.446473,-0.034518,-1.872533,16.000000,1.872851,268.943935,-0.039087,-0.073712,0.083434,0.651654,0.695722
251,12,1.259545,-3.202483,-0.083819,-1.919087,16.666667,1.920916,267.499096,-0.073952,-0.069831,0.101712,0.577644,
261,12,1.234734,-3.981742,-0.037386,-1.926846,17.333333,1.927209,268.888459,0.069651,-0.011639,0.070617,0.653028,
271,12,1.229636,-4.743960,0.009152,-1.933590,18.000000,1.933612,270.271186,0.069806,-0.010116,0.070535,0.651115,
281,12,1.242055,-5.528614,0.109255,-1.817927,18.666667,1.821207,273.439262,0.150155,0.173494,0.229449,0.665799,
291,12,1.317040,-6.198301,0.011956,-1.886699,19.333333,1.886737,270.363079,-0.145948,-0.103158,0.178725,0.657193,1.466285
301,12,1.251620,-7.037973,-0.018223,-2.010467,20.000000,2.010549,269.480669,-0.045269,-0.185651,0.191091,0.638650,
311,12,1.302462,-7.806675,0.058606,-1.892416,20.666667,1.893323,271.773813,0.115244,0.177077,0.211275,0.646787,0.608482
321,12,1.298505,-8.551906,-0.009892,-1.863077,21.333333,1.863103,269.695804,-0.102746,0.044008,0.111774,0.579658,
141,13,0.996076,3.791194,-0.280682,-0.796259,9.333333,0.844281,250.582427,,,,0.999333,
151,13,0.883803,3.472691,-0.310095,-0.892153,10.000000,0.944508,250.833546,-0.044120,-0.143841,0.150456,0.973044,
161,13,0.747999,3.077472,-0.184364,-1.166645,10.666667,1.181122,261.019861,0.188597,-0.411737,0.452875,0.966671,
171,13,0.736312,2.539375,-0.010027,-1.424112,11.333333,1.424147,269.596604,0.261506,-0.386201,0.466408,0.853176,
181,13,0.739978,1.938182,0.032601,-1.507189,12.000000,1.507542,271.239132,0.063942,-0.124615,0.140063,0.810608,
191,13,0.762393,1.333624,0.054635,-1.536425,12.666667,1.537396,272.036570,0.033051,-0.043854,0.054914,0.760178,1.173982
201,13,0.783686,0.709042,0.002145,-1.629440,13.333333,1.629442,270.075431,-0.078735,-0.139523,0.160206,0.701596,2.595462
211,13,0.764109,0.030072,-0.050384,-1.723358,14.000000,1.724095,268.325384,-0.078794,-0.140877,0.161415,0.729484,
221,13,0.743379,-0.669644,-0.053270,-1.775332,14.666667,1.776131,268.281329,-0.004329,-0.077961,0.078081,0.648556,0.481525
231,13,0.721493,-1.390194,-0.061823,-1.927491,15.333333,1.928482,268.162911,-0.012830,-0.228238,0.228598,0.647101,
241,13,0.693921,-2.211637,0.005821,-1.988204,16.000000,1.988213,270.167746,0.101466,-0.091070,0.136341,0.651654,0.695722
251,13,0.726150,-2.980758,-0.004992,-1.762578,16.666667,1.762585,269.837716,-0.016220,0.338440,0.338828,0.577644,
261,13,0.689927,-3.621700,-0.052028,-1.758880,17.333333,1.759649,268.305660,-0.070554,0.005547,0.070772,0.653028,
271,13,0.684527,-4.387861,-0.014924,-1.941497,18.000000,1.941555,269.559580,0.055656,-0.273926,0.279523,0.651115,
281,13,0.677987,-5.174897,0.032186,-1.947467,18.666667,1.947733,270.946852,0.070665,-0.008954,0.071231,0.665799,
291,13,0.710276,-5.945835,0.060012,-1.875398,19.333333,1.876357,271.832813,0.041739,0.108104,0.115882,0.657193,1.466285
301,13,0.725997,-6.675215,0.084996,-1.852433,20.000000,1.854382,272.627095,0.037477,0.034447,0.050903,0.638650,
311,13,0.778273,-7.427781,0.076530,-2.004469,20.666667,2.005929,272.186465,-0.012700,-0.228054,0.228407,0.646787,0.608482
321,13,0.787221,-8.278790,0.022369,-2.127523,21.333333,2.127640,270.602404,-0.081240,-0.184581,0.201668,0.579658,
171,14,3.998158,-2.345655,-0.008826,1.507856,11.333333,1.507882,90.335356,,,,0.873920,
181,14,3.994628,-1.742512,-0.108114,1.302424,12.000000,1.306904,94.745243,-0.148933,-0.308148,0.342252,0.856415,2.520218
191,14,3.911667,-1.303716,-0.117014,1.133468,12.666667,1.139492,95.894075,-0.013350,-0.253435,0.253786,0.784488,
201,14,3.901017,-0.835738,-0.025344,1.193836,13.333333,1.194105,91.216161,0.137505,0.090553,0.164643,0.821244,
211,14,3.891392,-0.348647,-0.113279,1.206759,14.000000,1.212064,95.362686,-0.131903,0.019385,0.133320,0.803521,1.303114
221,14,3.810393,0.129669,-0.113262,1.206756,14.666667,1.212060,95.361884,0.000026,-0.000005,0.000026,0.696181,0.722724
231,14,3.800782,0.616758,-0.024024,1.217488,15.333333,1.217724,91.130428,0.133858,0.016097,0.134822,0.696365,2.268078
241,14,3.791174,1.103659,-0.029133,1.120860,16.000000,1.121239,91.488895,-0.007664,-0.144941,0.145143,0.661185,2.005972
251,14,3.777475,1.513447,-0.092589,1.179845,16.666667,1.183472,94.487105,-0.095183,0.088477,0.129954,0.664669,2.969053
261,14,3.717103,2.047535,-0.090019,1.227871,17.333333,1.231167,94.193005,0.003855,0.072039,0.072143,0.643440,0.771505
271,14,3.705460,2.495744,-0.027821,1.144356,18.000000,1.144694,91.392663,0.093297,-0.125273,0.156197,0.608041,0.092097
281,14,3.694847,2.963020,-0.026534,1.168191,18.666667,1.168493,91.301194,0.001930,0.035753,0.035805,0.573453,
171,15,3.128862,-2.255881,0.023407,1.272311,11.333333,1.272526,88.946045,,,,0.873920,
181,15,3.138224,-1.746957,-0.000247,1.250515,12.000000,1.250515,90.011299,-0.035480,-0.032694,0.048246,0.856415,2.520218
191,15,3.128664,-1.255469,-0.068587,1.234792,12.666667,1.236695,93.179251,-0.102511,-0.023585,0.105189,0.784488,3.983541
201,15,3.083355,-0.759123,-0.046226,1.231271,13.333333,1.232139,92.150044,0.033542,-0.005281,0.033955,0.821244,3.317690
211,15,3.091684,-0.270452,0.040527,1.169295,14.000000,1.169997,88.014969,0.130129,-0.092964,0.159924,0.803521,1.303114
221,15,3.115776,0.176313,0.018182,1.171783,14.666667,1.171924,89.111048,-0.033518,0.003732,0.033725,0.696181,0.722724
231,15,3.106229,0.666974,0.022072,1.243438,15.333333,1.243633,88.983040,0.005836,0.107482,0.107640,0.696365,2.268078
241,15,3.133434,1.171063,0.019463,1.194308,16.000000,1.194466,89.066360,-0.003914,-0.073695,0.073798,0.661185,2.005972
251,15,3.121800,1.622421,-0.073705,1.135852,16.666667,1.138241,93.712709,-0.139752,-0.087684,0.164983,0.664669,2.969053
261,15,3.074470,2.079744,-0.030380,1.103717,17.333333,1.104135,91.576699,0.064987,-0.048202,0.080912,0.643440,0.771505
271,15,3.097495,2.505394,0.058841,1.087741,18.000000,1.089332,86.903603,0.133833,-0.023964,0.135961,0.608041,0.092097
281,15,3.121543,2.949938,0.060119,1.111358,18.666667,1.112983,86.903603,0.001916,0.035425,0.035477,0.573453,9.611805
171,16,3.563995,-5.854475,-0.345910,1.896502,11.333333,1.927790,100.336774,,,,3.535579,
181,16,3.425630,-5.095874,-0.280678,1.867043,12.000000,1.888023,98.549427,0.097848,-0.044188,0.107363,3.361228,
191,16,3.339452,-4.360841,-0.233944,1.914128,12.666667,1.928372,96.968121,0.070101,0.070627,0.099510,3.110216,3.983541
201,16,3.238475,-3.564572,-0.252591,1.991839,13.333333,2.007791,97.227259,-0.027969,0.116566,0.119874,2.808112,3.317690
211,16,3.137379,-2.767370,-0.139718,2.004156,14.000000,2.009020,93.987883,0.169308,0.018476,0.170313,2.497336,2.450984
221,16,3.126700,-1.961247,-0.184618,2.011677,14.666667,2.020131,95.243516,-0.067349,0.011282,0.068287,2.062358,2.008838
231,16,2.989685,-1.158028,-0.337586,2.107404,15.333333,2.134271,99.100921,-0.229453,0.143589,0.270678,1.788066,
241,16,2.856631,-0.275324,-0.323669,1.961686,16.000000,1.988209,99.369122,0.020876,-0.218576,0.219571,1.472636,
251,16,2.730750,0.411321,-0.311002,1.791252,16.666667,1.818050,99.849646,0.019001,-0.255651,0.256356,1.272667,
261,16,2.607830,1.157677,-0.330164,1.871266,17.333333,1.900170,100.006222,-0.028744,0.120021,0.123415,1.033422,
271,16,2.466619,1.908334,-0.446809,1.845749,18.000000,1.899060,103.608072,-0.174967,-0.038276,0.179105,0.868612,
281,16,2.250383,2.634277,-0.540590,1.814857,18.666667,1.893659,106.587165,-0.140671,-0.046338,0.148107,0.926586,
231,17,1.430237,-8.197370,0.337218,1.886993,15.333333,1.916887,79.867820,,,,2.387357,
241,17,1.565124,-7.442573,0.294533,1.961955,16.000000,1.983940,81.462401,-0.064028,0.112444,0.129396,1.958321,4.740987
251,17,1.665863,-6.627806,0.390946,2.046630,16.666667,2.083634,79.185662,0.144621,0.127012,0.192477,0.978893,2.755536
261,17,1.877881,-5.805269,0.342578,2.018864,17.333333,2.047723,80.369287,-0.072552,-0.041649,0.083657,1.838428,2.981271
271,17,1.939925,-5.012715,0.160377,2.078150,18.000000,2.084329,85.587069,-0.273303,0.088929,0.287407,0.759434,7.168155
281,17,2.006182,-4.142749,0.118337,2.152807,18.666667,2.156057,86.853681,-0.063059,0.111986,0.128520,1.582565,
291,17,2.034596,-3.290469,-0.044785,2.118317,19.333333,2.118791,91.211145,-0.244683,-0.051735,0.250093,1.453502,
301,17,1.970355,-2.448095,-0.112083,2.149586,20.000000,2.152506,92.984793,-0.100947,0.046903,0.111311,1.388997,
311,17,1.944929,-1.570800,-0.068989,2.094218,20.666667,2.095354,91.886802,0.064640,-0.083052,0.105243,1.346402,
321,17,1.915163,-0.772721,-0.048777,2.040658,21.333333,2.041241,91.369257,0.030319,-0.080339,0.085870,1.345337,
331,17,1.905908,0.061726,0.163791,2.130183,22.000000,2.136471,85.603134,0.318853,0.134288,0.345977,1.395964,
341,17,2.046196,0.931426,0.085783,1.966759,22.666667,1.968628,87.502557,-0.117013,-0.245137,0.271633,1.397009,
351,17,1.974534,1.635133,-0.179157,1.759269,23.333333,1.768367,95.814726,-0.397409,-0.311235,0.504778,1.470213,
231,18,3.286625,-6.696272,0.007351,1.820746,15.333333,1.820761,89.768690,,,,2.387357,
241,18,3.289565,-5.967974,-0.062255,1.777288,16.000000,1.778378,92.006136,-0.104408,-0.065187,0.123087,2.268951,4.740987
251,18,3.236821,-5.274441,-0.042512,1.725011,16.666667,1.725534,91.411749,0.029614,-0.078416,0.083822,2.073525,2.755536
261,18,3.255555,-4.587965,0.004790,1.768813,17.333333,1.768820,89.844843,0.070953,0.065704,0.096703,1.838428,2.981271
271,18,3.240653,-3.859391,0.027066,1.764381,18.000000,1.764589,89.121135,0.033414,-0.006648,0.034069,1.738404,8.540207
