frame,ped_id,x,y,vx,vy,time_s,speed,direction_deg,ax,ay,acceleration,nearest_distance,ttc
101,3,1.067219,2.399259,-0.553106,1.157890,4.000000,1.283213,115.533083,-0.594642,1.316825,1.444862,1.925750,
111,3,0.845977,2.862415,-0.642681,1.297624,4.400000,1.448056,116.348060,-0.223936,0.349335,0.414949,1.782696,2.557486
121,3,0.588905,3.381465,-0.416384,0.658092,4.800000,0.778756,122.322109,0.565742,-1.598830,1.695972,1.856737,
131,3,0.422351,3.644701,-0.663151,0.881190,5.200000,1.102844,126.963767,-0.616918,0.557745,0.831665,1.984480,
141,3,0.157091,3.997177,-0.874687,1.171644,5.600000,1.462131,126.743046,-0.528839,0.726135,0.898300,2.097651,1.872450
151,3,-0.192784,4.465835,-0.459251,0.720673,6.000000,0.854565,122.507441,1.038589,-1.127428,1.532893,2.201222,1.364098
161,3,-0.376484,4.754104,-0.441177,0.808836,6.400000,0.921332,118.610113,0.045185,0.220407,0.224991,2.096349,1.245367
171,3,-0.552955,5.077639,-0.481007,0.915830,6.800000,1.034462,117.709075,-0.099575,0.267486,0.285418,1.928461,0.685551
181,3,-0.745358,5.443970,-0.238228,0.640090,7.200000,0.682985,110.414237,0.606945,-0.689350,0.918469,1.074442,0.452590
191,3,-0.840649,5.700006,-0.299297,0.718701,7.600000,0.778531,112.608902,-0.152673,0.196528,0.248862,0.630719,0.040948
201,3,-0.960368,5.987487,-0.473142,0.676428,8.000000,0.825481,124.971717,-0.434612,-0.105684,0.447277,0.905640,
211,3,-1.149625,6.258058,-0.642660,0.991738,8.400000,1.181760,122.943804,-0.423795,0.788276,0.894976,1.363923,
221,3,-1.406689,6.654753,-0.677713,0.497698,8.800000,0.840832,143.707205,-0.087631,-1.235100,1.238205,1.217661,1.370314
231,3,-1.677774,6.853833,-0.608818,0.226494,9.200000,0.649583,159.593612,0.172239,-0.678010,0.699545,1.175249,1.088961
241,3,-1.921301,6.944431,-0.559726,0.206552,9.600000,0.596621,159.744736,0.122730,-0.049856,0.132470,1.111544,1.853001
251,3,-2.145192,7.027051,-0.684829,0.175539,10.000000,0.706969,165.623186,-0.312758,-0.077533,0.322225,0.880244,1.704864
261,3,-2.419123,7.097267,-0.616481,0.035766,10.400000,0.617518,176.679589,0.170869,-0.349431,0.388971,0.840832,
271,3,-2.665716,7.111574,-0.550035,0.210427,10.800000,0.588913,159.064639,0.166116,0.436651,0.467182,0.805429,
281,3,-2.885730,7.195744,-0.518592,0.485419,11.200000,0.710330,136.892437,0.078607,0.687479,0.691958,0.897276,
291,3,-3.093167,7.389912,-0.485308,0.473562,11.600000,0.678074,135.701889,0.083210,-0.029643,0.088332,1.010160,
301,3,-3.287290,7.579336,-0.516532,0.482747,12.000000,0.707001,136.936384,-0.078059,0.022965,0.081367,1.429965,
311,3,-3.493903,7.772435,-0.574288,0.486239,12.400000,0.752486,139.746051,-0.144390,0.008729,0.144654,1.503114,7.825213
321,3,-3.723618,7.966931,-0.605912,0.401612,12.800000,0.726926,146.462672,-0.079058,-0.211567,0.225856,1.594539,
331,3,-3.965983,8.127576,-0.518043,0.419321,13.200000,0.666482,141.012173,0.219671,0.044272,0.224088,1.733237,
341,3,-4.173200,8.295304,-0.288293,0.551430,13.600000,0.622244,117.601000,0.574375,0.330273,0.662561,1.876661,
351,3,-4.288517,8.515876,-0.145070,0.371421,14.000000,0.398747,111.334707,0.358056,-0.450022,0.575086,1.709454,
361,3,-4.346545,8.664445,-0.145070,0.371421,14.400000,0.398747,111.334707,0.000000,0.000000,0.000000,2.042972,
1,4,1.665726,-4.184461,-0.315806,0.378670,0.000000,0.493077,129.827656,,,,2.388757,5.412755
11,4,1.539403,-4.032993,-0.359890,0.359668,0.400000,0.508804,135.017685,-0.110210,-0.047506,0.120013,2.279754,3.532416
21,4,1.395447,-3.889126,-0.216766,0.428194,0.800000,0.479935,116.850029,0.357811,0.171315,0.396708,2.198587,
31,4,1.308741,-3.717848,-0.084149,0.465173,1.200000,0.472723,100.253753,0.331543,0.092449,0.344191,2.126665,8.066238
41,4,1.275082,-3.531779,0.226890,0.109836,1.600000,0.252077,25.831245,0.777596,-0.888345,1.180598,2.050412,3.028910
51,4,1.365838,-3.487845,0.116977,0.016959,2.000000,0.118200,8.249281,-0.274782,-0.232190,0.359746,1.922730,2.094742
61,4,1.412628,-3.481061,-0.235761,0.016339,2.400000,0.236327,176.035570,-0.881845,-0.001551,0.881847,1.784065,2.375424
71,4,1.318324,-3.474525,-0.287776,-0.295135,2.800000,0.412213,225.723316,-0.130037,-0.778685,0.789468,1.618806,1.538497
81,4,1.203214,-3.592580,0.406560,0.261837,3.200000,0.483580,32.782753,1.735839,1.392430,2.225309,1.387595,
91,4,1.365838,-3.487845,-0.181914,0.175852,3.600000,0.253015,135.970792,-1.471186,-0.214962,1.486807,1.290672,5.005640
101,4,1.293072,-3.417504,0.352923,-0.000098,4.000000,0.352923,359.984132,1.337093,-0.439874,1.407589,1.289601,8.081602
111,4,1.434241,-3.417543,-0.054032,-0.158795,4.400000,0.167736,251.208572,-1.017386,-0.396743,1.092007,1.233123,
121,4,1.412628,-3.481061,-0.062763,0.142098,4.800000,0.155342,113.830317,-0.021827,0.752233,0.752549,1.280924,6.798147
131,4,1.387523,-3.424222,-0.171558,-0.176070,5.200000,0.245831,225.743572,-0.271989,-0.795421,0.840638,1.212872,
141,4,1.318900,-3.494650,0.294112,-0.007684,5.600000,0.294213,358.503489,1.164177,0.420966,1.237950,1.176903,
151,4,1.436545,-3.497723,-0.354363,0.049508,6.000000,0.357804,172.046703,-1.621188,0.142979,1.627480,1.453304,5.962888
161,4,1.294800,-3.477920,0.294571,-0.007852,6.400000,0.294676,358.473047,1.622335,-0.143400,1.628660,1.496718,
171,4,1.412628,-3.481061,-0.235761,0.016339,6.800000,0.236327,176.035570,-1.325831,0.060478,1.327210,1.693038,3.572266
181,4,1.318324,-3.474525,0.061598,-0.092071,7.200000,0.110776,303.783649,0.743398,-0.271025,0.791262,1.581970,7.219612
191,4,1.342963,-3.511354,-0.120408,0.083584,7.600000,0.146576,145.232602,-0.455017,0.439139,0.632363,1.621420,2.723655
201,4,1.294800,-3.477920,0.237569,-0.066520,8.000000,0.246706,344.357686,0.894942,-0.375260,0.970434,1.606786,
211,4,1.389827,-3.504528,-0.120040,0.083480,8.400000,0.146214,145.184140,-0.894022,0.374998,0.969484,1.763076,2.781393
221,4,1.341811,-3.471136,-0.055838,-0.109097,8.800000,0.122556,242.895828,0.160507,-0.481441,0.507492,1.816896,1.297983
231,4,1.319476,-3.514775,0.291232,0.092745,9.200000,0.305643,17.664367,0.867675,0.504604,1.003735,1.696034,1.124493
241,4,1.435969,-3.477677,-0.176768,0.024813,9.600000,0.178501,172.009720,-1.170001,-0.169830,1.182263,1.306012,2.037834
251,4,1.365262,-3.467752,0.000000,0.000000,10.000000,0.000000,0.000000,0.441921,-0.062031,0.446253,0.801421,0.244110
261,4,1.365262,-3.467752,0.002880,-0.100465,10.400000,0.100507,271.642108,0.007200,-0.251163,0.251267,0.529383,
271,4,1.366414,-3.507938,-0.310317,0.074399,10.800000,0.319111,166.517712,-0.782993,0.437161,0.896765,0.492355,0.906697
281,4,1.242287,-3.478179,0.007680,0.491398,11.200000,0.491458,89.104588,0.794993,1.042496,1.311035,0.830961,0.487592
291,4,1.245359,-3.281620,0.060146,0.556889,11.600000,0.560127,83.835792,0.131163,0.163728,0.209787,0.673995,0.068318
301,4,1.269417,-3.058864,0.040645,0.566887,12.000000,0.568343,85.899026,-0.048752,0.024997,0.054787,0.484690,2.341945
311,4,1.285675,-2.832109,-0.152393,0.477359,12.400000,0.501094,107.705230,-0.482593,-0.223821,0.531970,0.764741,1.664412
321,4,1.224718,-2.641166,-0.180402,0.465336,12.800000,0.499081,111.190416,-0.070024,-0.030059,0.076203,0.847408,
331,4,1.152557,-2.455031,-0.171721,0.469903,13.200000,0.500296,110.074260,0.021704,0.011418,0.024524,1.052859,7.674155
341,4,1.083869,-2.267070,-0.256803,0.432995,13.600000,0.503420,120.671542,-0.212705,-0.092269,0.231856,1.063421,1.764718
351,4,0.981148,-2.093872,-0.275242,0.275787,14.000000,0.389636,134.943300,-0.046098,-0.393019,0.395713,0.925468,1.020001
361,4,0.871051,-1.983558,-0.013653,0.352157,14.400000,0.352422,92.220156,0.653973,0.190925,0.681273,0.791711,5.961692
371,4,0.865590,-1.842695,-0.176960,0.034636,14.800000,0.180318,168.925686,-0.408270,-0.793803,0.892641,0.764091,0.928070
381,4,0.794806,-1.828840,0.178396,-0.085468,15.200000,0.197813,334.401319,0.888391,-0.300260,0.937761,0.685267,2.568082
391,4,0.866164,-1.863028,0.063186,-0.096210,15.600000,0.115104,303.294811,-0.288026,-0.026856,0.289275,0.757025,2.136360
401,4,0.891439,-1.901512,0.053041,0.259208,16.000000,0.264579,78.435473,-0.025363,0.888546,0.888908,0.797281,1.653752
411,4,0.912655,-1.797828,-0.120533,-0.010507,16.400000,0.120990,184.982027,-0.433934,-0.674288,0.801850,0.882683,0.780696
421,4,0.864442,-1.802031,0.179221,0.066454,16.800000,0.191145,20.344341,0.749386,0.192402,0.773691,1.025373,0.534381
431,4,0.936130,-1.775450,-0.297267,-0.178815,17.200000,0.346904,211.028174,-1.191219,-0.613171,1.339769,0.713541,0.140887
441,4,0.817223,-1.846976,0.364473,-0.069337,17.600000,0.371010,349.228758,1.654349,0.273694,1.676836,0.502097,9.258716
451,4,0.963013,-1.874711,-0.180371,-0.016207,18.000000,0.181097,185.134407,-1.362109,0.132826,1.368570,0.444086,1.099728
461,4,0.890864,-1.881193,0.000000,0.000000,18.400000,0.000000,0.000000,0.450927,0.040517,0.452743,0.793944,3.185191
471,4,0.890864,-1.881193,-0.254655,-0.030487,18.800000,0.256474,186.826988,-0.636638,-0.076219,0.641185,0.793944,0.562912
481,4,0.789002,-1.893388,0.256091,-0.020308,19.200000,0.256895,355.465909,1.276867,0.025448,1.277120,0.645836,0.273928
491,4,0.891439,-1.901512,0.120342,0.010894,19.600000,0.120834,5.172499,-0.339372,0.078005,0.348222,0.581638,
501,4,0.939576,-1.897154,0.061464,-0.045243,20.000000,0.076320,323.643855,-0.147195,-0.140341,0.203377,0.517272,
511,4,0.964161,-1.915251,-0.243557,0.079725,20.400000,0.256273,161.874809,-0.762552,0.312420,0.824070,0.671222,0.577351
521,4,0.866738,-1.883361,-0.058975,-0.056305,20.800000,0.081537,223.673215,0.461455,-0.340074,0.573229,0.617204,
531,4,0.843149,-1.905883,0.116418,0.163309,21.200000,0.200557,54.516249,0.438480,0.549035,0.702641,0.686044,
541,4,0.889716,-1.840559,-0.247424,-0.083585,21.600000,0.261162,198.666119,-0.909605,-0.617237,1.099256,0.801156,
551,4,0.790746,-1.873993,0.038469,0.427856,22.000000,0.429582,84.862247,0.714734,1.278604,1.464812,0.900442,3.740782
561,4,0.806134,-1.702851,0.031559,0.449009,22.400000,0.450117,85.979520,-0.017276,0.052882,0.055632,0.889188,4.085449
571,4,0.818757,-1.523247,-0.021589,0.231978,22.800000,0.232980,95.316816,-0.132869,-0.542577,0.558609,0.858932,3.477941
581,4,0.810122,-1.430456,0.031717,0.272443,23.200000,0.274283,83.359697,0.133264,0.101162,0.167311,0.936226,
591,4,0.822809,-1.321479,0.143672,0.440484,23.600000,0.463323,71.935341,0.279887,0.420104,0.504801,0.939414,1.081916
601,4,0.880277,-1.145285,0.158989,0.261827,24.000000,0.306318,58.732724,0.038292,-0.446644,0.448282,0.804803,2.021239
611,4,0.943873,-1.040555,-0.026736,0.547041,24.400000,0.547694,92.798012,-0.464311,0.713035,0.850884,0.771199,0.564581
621,4,0.933179,-0.821738,0.000000,0.000000,24.800000,0.000000,0.000000,0.066839,-1.367602,1.369234,0.646000,0.225654
631,4,0.933179,-0.821738,0.041184,0.274345,25.200000,0.277419,81.462694,0.102959,0.685863,0.693547,0.570273,6.004347
641,4,0.949652,-0.712000,-0.108375,-0.024606,25.600000,0.111134,192.792027,-0.373898,-0.747379,0.835688,0.423376,1.724073
651,4,0.906302,-0.721843,0.060028,0.003106,26.000000,0.060108,2.961528,0.421008,0.069280,0.426671,0.544584,
661,4,0.930313,-0.720601,0.001433,-0.050565,26.400000,0.050585,271.622939,-0.146488,-0.134176,0.198650,0.572694,
671,4,0.930886,-0.740827,0.180948,-0.041040,26.800000,0.185544,347.221177,0.448789,0.023812,0.449421,0.526478,8.865727
681,4,1.003265,-0.757243,-0.001433,0.050447,27.200000,0.050467,91.626809,-0.455953,0.228718,0.510103,0.609344,
691,4,1.002692,-0.737064,-0.122448,0.094782,27.600000,0.154845,142.258079,-0.302538,0.110836,0.322202,0.709592,0.591002
701,4,0.953713,-0.699151,-0.457703,0.009926,28.000000,0.457811,178.757674,-0.838138,-0.212140,0.864568,0.635418,0.210883
711,4,0.770632,-0.695181,0.025069,0.091460,28.400000,0.094834,74.672041,1.206929,0.203836,1.224021,0.582257,8.431492
721,4,0.780659,-0.658597,0.051211,0.233657,28.800000,0.239203,77.637767,0.065357,0.355491,0.361449,0.648952,4.567598
731,4,0.801144,-0.565134,0.077218,0.375180,29.200000,0.383044,78.370047,0.065017,0.353810,0.359734,0.724277,2.552115
741,4,0.832031,-0.415062,0.091072,0.478855,29.600000,0.487438,79.231689,0.034635,0.259185,0.261489,0.764269,3.471319
751,4,0.868460,-0.223520,0.055785,0.430954,30.000000,0.434549,82.624387,-0.088218,-0.119752,0.148738,0.753474,2.241820
761,4,0.890774,-0.051139,0.058207,0.403978,30.400000,0.408150,81.801012,0.006056,-0.067439,0.067710,0.764924,1.710075
771,4,0.914056,0.110452,0.148592,0.451475,30.800000,0.475299,71.782310,0.225963,0.118743,0.255263,0.778340,8.509206
781,4,0.973493,0.291043,0.253185,0.554200,31.200000,0.609295,65.446834,0.261483,0.256813,0.366505,0.825015,1.100847
791,4,1.074767,0.512723,0.357749,0.698572,31.600000,0.784849,62.882340,0.261410,0.360929,0.445651,0.742854,5.376804
801,4,1.217867,0.792152,0.234025,0.636010,32.000000,0.677699,69.798522,-0.309311,-0.156406,0.346607,0.662420,5.021518
811,4,1.311477,1.046555,0.059265,0.557517,32.400000,0.560658,83.932094,-0.436898,-0.196233,0.478943,0.695778,0.417822
821,4,1.335183,1.269562,0.117035,0.853522,32.800000,0.861508,82.192278,0.144424,0.740012,0.753974,0.604042,2.015512
831,4,1.381997,1.610971,0.068676,0.910078,33.200000,0.912665,85.684556,-0.120898,0.141391,0.186032,0.670004,1.148188
841,4,1.409467,1.975002,-0.179925,0.559254,33.600000,0.587485,107.834155,-0.621501,-0.877059,1.074940,0.642485,0.114332
851,4,1.337497,2.198704,-0.283525,0.534840,34.000000,0.605343,117.928574,-0.259001,-0.061035,0.266095,0.499748,0.985376
861,4,1.224087,2.412640,-0.312786,0.589007,34.400000,0.666907,117.970083,-0.073154,0.135418,0.153914,0.557834,1.171860
871,4,1.098973,2.648243,-0.258254,0.520268,34.800000,0.580839,116.399158,0.136332,-0.171849,0.219359,0.543799,0.800642
881,4,0.995671,2.856350,-0.279973,0.540088,35.200000,0.608342,117.401498,-0.054299,0.049551,0.073510,0.473245,0.577654
891,4,0.883682,3.072385,-0.385817,0.661314,35.600000,0.765631,120.259728,-0.264610,0.303063,0.402326,0.512823,0.134229
901,4,0.729355,3.336911,-0.312645,0.649806,36.000000,0.721107,115.693896,0.182930,-0.028769,0.185178,0.439212,5.013595
911,4,0.604297,3.596833,0.014048,0.480857,36.400000,0.481063,88.326580,0.816734,-0.422372,0.919485,0.578422,8.805428
921,4,0.609916,3.789176,-0.170155,0.751033,36.800000,0.770067,102.765492,-0.460508,0.675439,0.817487,0.568201,4.232496
931,4,0.541854,4.089589,-0.037331,0.870156,37.200000,0.870957,92.456555,0.332060,0.297808,0.446042,0.766236,4.435817
941,4,0.526922,4.437652,-0.126287,0.680615,37.600000,0.692232,100.511590,-0.222391,-0.473853,0.523444,0.885468,6.713774
951,4,0.476407,4.709898,-0.242051,0.620829,38.000000,0.666346,111.299994,-0.289410,-0.149466,0.325727,0.999882,3.113852
961,4,0.379587,4.958229,-0.376257,0.944240,38.400000,1.016444,111.726111,-0.335516,0.808529,0.875380,0.971172,4.237929
971,4,0.229084,5.335926,-0.325440,0.826890,38.800000,0.888628,111.483179,0.127043,-0.293375,0.319701,1.027557,0.508242
981,4,0.098908,5.666682,-0.239427,0.630292,39.200000,0.674236,110.800123,0.215033,-0.491495,0.536477,0.686997,3.053768
991,4,0.003137,5.918799,-0.387702,1.031369,39.600000,1.101833,110.601761,-0.370688,1.002692,1.069019,0.710962,1.960909
1001,4,-0.151944,6.331346,-0.345274,0.906938,40.000000,0.970438,110.841965,0.106072,-0.311079,0.328666,0.678649,0.255092
1011,4,-0.290054,6.694121,-0.235596,0.585203,40.400000,0.630847,111.929139,0.274195,-0.804337,0.849789,0.555497,
1021,4,-0.384292,6.928202,-0.302491,0.705588,40.800000,0.767695,113.205172,-0.167238,0.300963,0.344307,0.530574,
1031,4,-0.505288,7.210438,-0.341120,0.795142,41.200000,0.865225,113.219597,-0.096574,0.223886,0.243827,0.514494,
1041,4,-0.641736,7.528495,-0.238360,0.670461,41.600000,0.711571,109.571158,0.256901,-0.311703,0.403927,0.508546,
1051,4,-0.737080,7.796679,-0.161071,0.623490,42.000000,0.643960,104.484987,0.193222,-0.117427,0.226106,0.550552,
1061,4,-0.801509,8.046075,-0.208290,0.839755,42.400000,0.865201,103.930356,-0.118048,0.540661,0.553398,0.653078,
1071,4,-0.884825,8.381977,-0.208290,0.839755,42.800000,0.865201,103.930356,0.000000,0.000000,0.000000,1.255130,
1,5,1.030742,6.572421,-0.142575,-1.387602,0.000000,1.394908,264.133471,,,,0.949280,2.011130
11,5,0.973712,6.017380,-0.255514,-2.325076,0.400000,2.339074,263.728651,-0.282346,-2.343685,2.360631,1.079382,3.532416
21,5,0.871506,5.087350,-0.262481,-0.906938,0.800000,0.944158,253.858822,-0.017416,3.545344,3.545387,0.653791,3.281026
31,5,0.766514,4.724575,-0.846345,-1.896395,1.200000,2.076683,245.949211,-1.459660,-2.473641,2.872196,1.043643,
41,5,0.427976,3.966017,-0.775785,-1.788075,1.600000,1.949116,246.545622,0.176399,0.270800,0.323186,0.961514,3.389418
51,5,0.117662,3.250786,-0.315441,-0.921758,2.000000,0.974238,251.108175,1.150859,2.165794,2.452578,1.278015,
61,5,-0.008515,2.882083,-0.721680,-2.163370,2.400000,2.280568,251.551776,-1.015598,-3.104031,3.265953,1.914683,2.500267
71,5,-0.297187,2.016736,-0.449311,-1.424753,2.800000,1.493921,252.496785,0.680924,1.846543,1.968090,2.088847,
81,5,-0.476911,1.446835,-0.213932,-0.963976,3.200000,0.987430,257.487340,0.588447,1.151941,1.293538,1.907015,3.310759
91,5,-0.562484,1.061244,-0.415074,-1.964055,3.600000,2.007436,258.066972,-0.502855,-2.500197,2.550264,2.064283,1.868902
101,5,-0.728513,0.275622,-0.374798,-1.401671,4.000000,1.450915,255.029703,0.100690,1.405960,1.409561,2.781095,1.679177
111,5,-0.878432,-0.285047,-0.411680,-0.849913,4.400000,0.944369,244.155432,-0.092205,1.379394,1.382472,3.047642,1.528975
121,5,-1.043104,-0.625012,-0.914288,-1.922584,4.800000,2.128908,244.566511,-1.256519,-2.681677,2.961457,2.314616,
131,5,-1.408819,-1.394046,-0.827043,-1.330158,5.200000,1.566308,238.128184,0.218111,1.481065,1.497039,1.298175,
141,5,-1.739637,-1.926109,-0.848691,-0.577472,5.600000,1.026523,214.232442,-0.054119,1.881714,1.882492,0.886097,
151,5,-2.079113,-2.157098,-1.682201,-1.112143,6.000000,2.016597,213.469637,-2.083776,-1.336677,2.475647,1.118135,
161,5,-2.751993,-2.601955,-1.519294,-0.975419,6.400000,1.805463,212.701327,0.407267,0.341810,0.531696,1.961345,
171,5,-3.359711,-2.992123,-0.882123,-0.488406,6.800000,1.008307,208.972035,1.592927,1.217532,2.004944,2.599778,
181,5,-3.712561,-3.187485,-1.458544,-0.708974,7.200000,1.621726,205.923632,-1.441051,-0.551420,1.542950,2.918427,
191,5,-4.295978,-3.471075,-1.680072,-0.864262,7.600000,1.889336,207.222176,-0.553820,-0.388219,0.676336,3.410127,
201,5,-4.968007,-3.816780,-0.833389,-0.665153,8.000000,1.066286,218.594421,2.116707,0.497772,2.174448,4.101233,
211,5,-5.301362,-4.082841,-1.260372,-1.358287,8.400000,1.852966,227.141365,-1.067457,-1.732835,2.035235,4.499717,
221,5,-5.805511,-4.626156,-0.944660,-1.084716,8.800000,1.438399,228.947966,0.789280,0.683927,1.044375,5.146481,
231,5,-6.183375,-5.060042,-0.711644,-0.940989,9.200000,1.179787,232.900766,0.582539,0.359318,0.684443,5.775259,
241,5,-6.468033,-5.436438,-1.140576,-1.508153,9.600000,1.890883,232.900753,-1.072329,-1.417911,1.777740,6.399554,
251,5,-6.924263,-6.039699,-1.212294,-1.602984,10.000000,2.009780,232.900757,-0.179295,-0.237077,0.297241,7.008896,
261,5,-7.409181,-6.680893,-0.806163,-1.065968,10.400000,1.336483,232.900772,1.015328,1.342540,1.683242,7.637246,
271,5,-7.731646,-7.107280,-0.806163,-1.065968,10.800000,1.336483,232.900772,0.000000,0.000000,0.000000,7.982237,
1,6,1.952945,6.797529,-0.186311,-0.478625,0.000000,0.513609,248.730842,,,,0.949280,1.881479
11,6,1.878421,6.606079,-0.222552,-0.555748,0.400000,0.598653,248.176153,-0.090601,-0.192807,0.213032,1.079382,2.176878
21,6,1.789400,6.383779,-0.121354,-0.487921,0.800000,0.502786,256.033041,0.252995,0.169567,0.304565,1.076935,1.480708
31,6,1.740859,6.188611,-0.204795,-0.487424,1.200000,0.528699,247.209866,-0.208604,0.001244,0.208608,0.998094,1.307292
41,6,1.658941,5.993641,-0.210459,-0.495528,1.600000,0.538369,246.988198,-0.014160,-0.020260,0.024718,0.887040,0.900723
51,6,1.574757,5.795430,0.282147,-0.394933,2.000000,0.485365,305.542699,1.231517,0.251487,1.256932,0.734325,0.280149
61,6,1.687616,5.637457,0.267754,-0.211906,2.400000,0.341462,321.641270,-0.035982,0.457568,0.458981,0.542785,1.496733
71,6,1.794717,5.552695,-0.003378,0.002673,2.800000,0.004307,141.643727,-0.677830,0.536446,0.864423,0.425690,6.378598
81,6,1.793366,5.553764,-0.029736,0.023534,3.200000,0.037922,141.640706,-0.065896,0.052153,0.084036,0.427095,
91,6,1.781472,5.563178,0.239258,-0.189353,3.600000,0.305121,321.641196,0.672484,-0.532218,0.857607,0.439563,1.282721
101,6,1.877175,5.487436,0.511234,-0.206210,4.000000,0.551256,338.032949,0.679942,-0.042142,0.681247,0.345431,0.316435
111,6,2.081669,5.404952,0.000000,0.000000,4.400000,0.000000,0.000000,-1.278086,0.515525,1.378140,0.310489,
121,6,2.081669,5.404952,-0.172028,0.265224,4.800000,0.316129,122.967922,-0.430069,0.663061,0.790322,0.310489,
131,6,2.012858,5.511042,0.000000,0.000000,5.200000,0.000000,0.000000,0.430069,-0.663061,0.790322,0.380316,
141,6,2.012858,5.511042,0.000000,0.000000,5.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380316,2.555624
151,6,2.012858,5.511042,-0.223936,0.131283,6.000000,0.259581,149.618843,-0.559839,0.328208,0.648953,0.380316,7.455678
