frame,time_s,pedestrians,mean_speed,density,flow
461,18.400000,6,0.997310,0.053145,0.053002
471,18.800000,6,0.995663,0.053145,0.052914
481,19.200000,6,1.003329,0.053145,0.053322
491,19.600000,7,0.916656,0.062002,0.056835
501,20.000000,7,0.904957,0.062002,0.056109
511,20.400000,7,0.882355,0.062002,0.054708
521,20.800000,8,0.873038,0.070860,0.061863
531,21.200000,8,0.845738,0.070860,0.059929
541,21.600000,8,0.801854,0.070860,0.056819
551,22.000000,8,0.805169,0.070860,0.057054
561,22.400000,8,0.819733,0.070860,0.058086
571,22.800000,8,0.810233,0.070860,0.057413
581,23.200000,8,0.790515,0.070860,0.056016
591,23.600000,9,0.729285,0.079717,0.058136
601,24.000000,9,0.735395,0.079717,0.058623
611,24.400000,10,0.742081,0.088574,0.065729
621,24.800000,10,0.729206,0.088574,0.064589
631,25.200000,9,0.695253,0.079717,0.055423
641,25.600000,9,0.750005,0.079717,0.059788
651,26.000000,8,0.724332,0.070860,0.051326
661,26.400000,8,0.757549,0.070860,0.053680
671,26.800000,8,0.777159,0.070860,0.055069
681,27.200000,8,0.733433,0.070860,0.051971
691,27.600000,8,0.649165,0.070860,0.046000
701,28.000000,8,0.600034,0.070860,0.042518
711,28.400000,8,0.542665,0.070860,0.038453
721,28.800000,8,0.576933,0.070860,0.040881
731,29.200000,8,0.584721,0.070860,0.041433
741,29.600000,7,0.526042,0.062002,0.032616
751,30.000000,7,0.761798,0.062002,0.047233
761,30.400000,7,0.835232,0.062002,0.051786
771,30.800000,7,0.856120,0.062002,0.053081
781,31.200000,6,0.809107,0.053145,0.043000
791,31.600000,6,0.812636,0.053145,0.043187
801,32.000000,6,0.808311,0.053145,0.042957
811,32.400000,6,0.791253,0.053145,0.042051
821,32.800000,6,0.825266,0.053145,0.043858
831,33.200000,6,0.797614,0.053145,0.042389
841,33.600000,5,0.709509,0.044287,0.031422
851,34.000000,6,0.720271,0.053145,0.038279
861,34.400000,7,0.778441,0.062002,0.048265
871,34.800000,7,0.742097,0.062002,0.046012
881,35.200000,7,0.742097,0.062002,0.046012
891,35.600000,7,0.709437,0.062002,0.043987
901,36.000000,7,0.739294,0.062002,0.045838
911,36.400000,7,0.765434,0.062002,0.047459
921,36.800000,7,0.760717,0.062002,0.047166
931,37.200000,7,0.731881,0.062002,0.045378
941,37.600000,6,0.804849,0.053145,0.042773
951,38.000000,6,0.838082,0.053145,0.044540
961,38.400000,6,0.859650,0.053145,0.045686
971,38.800000,6,0.863140,0.053145,0.045871
981,39.200000,6,0.882218,0.053145,0.046885
991,39.600000,6,0.962701,0.053145,0.051162
1001,40.000000,6,0.982217,0.053145,0.052200
1011,40.400000,6,0.988835,0.053145,0.052551
1021,40.800000,6,0.969680,0.053145,0.051533
1031,41.200000,6,0.957016,0.053145,0.050860
1041,41.600000,6,0.941361,0.053145,0.050028
1051,42.000000,5,0.966757,0.044287,0.042815
1061,42.400000,4,1.013561,0.035430,0.035910
1071,42.800000,4,1.013561,0.035430,0.035910
1081,43.200000,4,1.025190,0.035430,0.036322
1091,43.600000,4,1.037627,0.035430,0.036763
1101,44.000000,6,1.194508,0.053145,0.063482
1111,44.400000,6,1.214087,0.053145,0.064522
1121,44.800000,6,1.222971,0.053145,0.064994
1131,45.200000,6,1.212617,0.053145,0.064444
1141,45.600000,6,1.164853,0.053145,0.061906
1151,46.000000,6,1.158036,0.053145,0.061543
1161,46.400000,7,1.206351,0.062002,0.074796
1171,46.800000,7,1.198953,0.062002,0.074338
1181,47.200000,7,1.184619,0.062002,0.073449
1191,47.600000,6,1.145894,0.053145,0.060898
1201,48.000000,6,1.148634,0.053145,0.061044
1211,48.400000,5,1.184988,0.044287,0.052480
1221,48.800000,5,1.229107,0.044287,0.054434
1231,49.200000,5,1.215518,0.044287,0.053832
1241,49.600000,5,1.207311,0.044287,0.053468
1251,50.000000,5,1.198847,0.044287,0.053094
1261,50.400000,5,1.154540,0.044287,0.051131
1271,50.800000,5,1.129508,0.044287,0.050023
1281,51.200000,5,1.116423,0.044287,0.049443
1291,51.600000,5,1.117685,0.044287,0.049499
1301,52.000000,5,1.133484,0.044287,0.050199
1311,52.400000,6,1.157052,0.053145,0.061491
1321,52.800000,6,1.153307,0.053145,0.061292
1331,53.200000,6,1.163848,0.053145,0.061852
1341,53.600000,6,1.194520,0.053145,0.063482
1351,54.000000,6,1.200608,0.053145,0.063806
1361,54.400000,6,1.223457,0.053145,0.065020
1371,54.800000,6,1.248179,0.053145,0.066334
1381,55.200000,6,1.266253,0.053145,0.067295
1391,55.600000,5,1.245173,0.044287,0.055145
1401,56.000000,3,1.091682,0.026572,0.029009
1411,56.400000,3,1.112743,0.026572,0.029568
1421,56.800000,2,0.847452,0.017715,0.015013
1431,57.200000,2,0.932404,0.017715,0.016517
1441,57.600000,2,1.063783,0.017715,0.018845
1451,58.000000,2,1.063783,0.017715,0.018845
1461,58.400000,2,1.003871,0.017715,0.017783
1471,58.800000,2,0.989063,0.017715,0.017521
1481,59.200000,2,0.986476,0.017715,0.017475
1491,59.600000,2,0.971920,0.017715,0.017217
1501,60.000000,2,0.966841,0.017715,0.017127
1511,60.400000,2,0.966841,0.017715,0.017127
1521,60.800000,2,0.927150,0.017715,0.016424
1531,61.200000,2,0.896334,0.017715,0.015878
1541,61.600000,2,0.822955,0.017715,0.014579
1551,62.000000,2,0.765532,0.017715,0.013561
1561,62.400000,4,1.026395,0.035430,0.036365
1571,62.800000,6,1.212426,0.053145,0.064434
1581,63.200000,6,1.196274,0.053145,0.063576
1591,63.600000,5,1.234435,0.044287,0.054670
1601,64.000000,5,1.215600,0.044287,0.053836
1611,64.400000,5,1.213500,0.044287,0.053743
1621,64.800000,5,1.221928,0.044287,0.054116
1631,65.200000,5,1.221082,0.044287,0.054078
1641,65.600000,5,1.229995,0.044287,0.054473
1651,66.000000,5,1.225465,0.044287,0.054272
1661,66.400000,5,1.203863,0.044287,0.053316
1671,66.800000,7,1.205284,0.062002,0.074730
1681,67.200000,7,1.171521,0.062002,0.072637
1691,67.600000,7,1.150497,0.062002,0.071333
1701,68.000000,7,1.160502,0.062002,0.071954
1711,68.400000,7,1.170309,0.062002,0.072562
1721,68.800000,7,1.158449,0.062002,0.071826
1731,69.200000,7,1.126214,0.062002,0.069828
1741,69.600000,7,1.130834,0.062002,0.070114
1751,70.000000,7,1.184900,0.062002,0.073466
1761,70.400000,7,1.206562,0.062002,0.074809
1771,70.800000,7,1.126532,0.062002,0.069847
1781,71.200000,7,1.075362,0.062002,0.066675
1791,71.600000,7,1.041559,0.062002,0.064579
1801,72.000000,7,0.871841,0.062002,0.054056
1811,72.400000,6,0.777740,0.053145,0.041333
1821,72.800000,6,0.616680,0.053145,0.032773
1831,73.200000,6,0.616680,0.053145,0.032773
1841,73.600000,4,0.202188,0.035430,0.007163
1851,74.000000,4,0.213067,0.035430,0.007549
1861,74.400000,5,0.303994,0.044287,0.013463
1871,74.800000,5,0.303994,0.044287,0.013463
1881,75.200000,5,0.303994,0.044287,0.013463
1891,75.600000,5,0.275886,0.044287,0.012218
1901,76.000000,5,0.373481,0.044287,0.016540
1911,76.400000,5,0.394760,0.044287,0.017483
1921,76.800000,5,0.355040,0.044287,0.015724
1931,77.200000,5,0.355863,0.044287,0.015760
1941,77.600000,5,0.363211,0.044287,0.016086
1951,78.000000,5,0.363211,0.044287,0.016086
1961,78.400000,5,0.373054,0.044287,0.016522
1971,78.800000,4,0.444746,0.035430,0.015757
1981,79.200000,4,0.543476,0.035430,0.019255
1991,79.600000,4,0.636827,0.035430,0.022563
2001,80.000000,4,0.669343,0.035430,0.023715
2011,80.400000,4,0.684908,0.035430,0.024266
2021,80.800000,4,0.692401,0.035430,0.024532
2031,81.200000,5,0.944734,0.044287,0.041840
2041,81.600000,5,0.944542,0.044287,0.041831
2051,82.000000,5,0.930587,0.044287,0.041213
2061,82.400000,5,0.899048,0.044287,0.039816
2071,82.800000,5,0.981411,0.044287,0.043464
2081,83.200000,6,1.240356,0.053145,0.065918
2091,83.600000,6,1.239804,0.053145,0.065889
2101,84.000000,6,1.218990,0.053145,0.064783
2111,84.400000,6,1.244771,0.053145,0.066153
2121,84.800000,6,1.290693,0.053145,0.068593
2131,85.200000,6,1.325556,0.053145,0.070446
2141,85.600000,6,1.321782,0.053145,0.070246
2151,86.000000,6,1.301642,0.053145,0.069175
2161,86.400000,6,1.312447,0.053145,0.069750
2171,86.800000,6,1.312502,0.053145,0.069752
2181,87.200000,5,1.302940,0.044287,0.057704
2191,87.600000,4,1.322604,0.035430,0.046860
2201,88.000000,4,1.325899,0.035430,0.046976
2211,88.400000,4,1.327170,0.035430,0.047021
2221,88.800000,4,1.313471,0.035430,0.046536
2231,89.200000,3,1.042201,0.026572,0.027694
2241,89.600000,3,1.026224,0.026572,0.027269
2251,90.000000,3,1.070264,0.026572,0.028439
2261,90.400000,3,1.073824,0.026572,0.028534
2271,90.800000,3,1.073824,0.026572,0.028534
2281,91.200000,3,1.018979,0.026572,0.027077
2291,91.600000,3,0.947481,0.026572,0.025177
2301,92.000000,3,0.931950,0.026572,0.024764
2311,92.400000,3,0.877372,0.026572,0.023314
2321,92.800000,3,0.825207,0.026572,0.021928
2331,93.200000,3,0.825207,0.026572,0.021928
2341,93.600000,3,0.665566,0.026572,0.017686
2351,94.000000,3,0.708903,0.026572,0.018837
2361,94.400000,3,0.712329,0.026572,0.018928
2371,94.800000,3,0.712329,0.026572,0.018928
2381,95.200000,3,0.712329,0.026572,0.018928
2391,95.600000,3,0.712329,0.026572,0.018928
2401,96.000000,2,0.806887,0.017715,0.014294
2411,96.400000,2,0.806887,0.017715,0.014294
2531,101.200000,2,1.287241,0.017715,0.022803
2541,101.600000,2,1.287241,0.017715,0.022803
2551,102.000000,2,1.287241,0.017715,0.022803
2561,102.400000,2,1.463982,0.017715,0.025934
2571,102.800000,2,1.523649,0.017715,0.026991
2581,103.200000,2,1.523649,0.017715,0.026991
2591,103.600000,2,1.497545,0.017715,0.026529
2601,104.000000,2,1.334007,0.017715,0.023632
2611,104.400000,2,1.334007,0.017715,0.023632
2621,104.800000,2,1.334007,0.017715,0.023632
2631,105.200000,2,1.334007,0.017715,0.023632
2641,105.600000,2,1.324224,0.017715,0.023458
2651,106.000000,2,1.328721,0.017715,0.023538
2661,106.400000,2,1.328721,0.017715,0.023538
2671,106.800000,2,1.328721,0.017715,0.023538
2681,107.200000,2,1.314597,0.017715,0.023288
2691,107.600000,2,1.319207,0.017715,0.023370
2701,108.000000,2,1.319207,0.017715,0.023370
2711,108.400000,2,1.345696,0.017715,0.023839
2721,108.800000,2,1.441352,0.017715,0.025533
2731,109.200000,2,1.442745,0.017715,0.025558
2741,109.600000,2,1.440705,0.017715,0.025522
2751,110.000000,2,1.424822,0.017715,0.025241
2761,110.400000,2,1.412249,0.017715,0.025018
2771,110.800000,2,1.415439,0.017715,0.025074
2781,111.200000,2,1.440854,0.017715,0.025525
2791,111.600000,2,1.440673,0.017715,0.025521
2801,112.000000,1,1.424687,0.008857,0.012619
2881,115.200000,2,1.246732,0.017715,0.022086
2891,115.600000,2,1.246732,0.017715,0.022086
2901,116.000000,2,1.246732,0.017715,0.022086
2911,116.400000,2,1.187943,0.017715,0.021044
2921,116.800000,2,1.219980,0.017715,0.021612
2931,117.200000,2,1.219980,0.017715,0.021612
2941,117.600000,3,1.316008,0.026572,0.034969
2951,118.000000,3,1.289997,0.026572,0.034278
2961,118.400000,3,1.285534,0.026572,0.034160
2971,118.800000,3,1.262700,0.026572,0.033553
2981,119.200000,3,1.196203,0.026572,0.031786
2991,119.600000,3,1.200392,0.026572,0.031897
3001,120.000000,3,1.197487,0.026572,0.031820
3011,120.400000,3,1.185233,0.026572,0.031494
3021,120.800000,3,1.180903,0.026572,0.031379
3031,121.200000,4,1.303428,0.035430,0.046180
3041,121.600000,5,1.297157,0.044287,0.057447
3051,122.000000,6,1.315757,0.053145,0.069925
3061,122.400000,6,1.305439,0.053145,0.069377
3071,122.800000,6,1.304446,0.053145,0.069324
3081,123.200000,6,1.286508,0.053145,0.068371
3091,123.600000,6,1.286766,0.053145,0.068385
3101,124.000000,6,1.295950,0.053145,0.068873
3111,124.400000,6,1.315080,0.053145,0.069890
3121,124.800000,6,1.309336,0.053145,0.069584
3131,125.200000,8,1.292483,0.070860,0.091585
3141,125.600000,8,1.271885,0.070860,0.090125
3151,126.000000,8,1.265172,0.070860,0.089650
3161,126.400000,8,1.284663,0.070860,0.091031
3171,126.800000,8,1.299996,0.070860,0.092117
3181,127.200000,8,1.319427,0.070860,0.093494
3191,127.600000,9,1.290090,0.079717,0.102842
3201,128.000000,9,1.280202,0.079717,0.102054
3211,128.400000,11,1.303628,0.097432,0.127015
3221,128.800000,11,1.300012,0.097432,0.126663
3231,129.200000,9,1.348166,0.079717,0.107472
3241,129.600000,9,1.354577,0.079717,0.107983
3251,130.000000,8,1.422823,0.070860,0.100821
3261,130.400000,7,1.379488,0.062002,0.085531
3271,130.800000,7,1.355091,0.062002,0.084019
3281,131.200000,7,1.329099,0.062002,0.082407
3291,131.600000,7,1.323327,0.062002,0.082049
3301,132.000000,7,1.324568,0.062002,0.082126
3311,132.400000,7,1.328394,0.062002,0.082363
3321,132.800000,7,1.326565,0.062002,0.082250
3331,133.200000,5,1.306189,0.044287,0.057847
3341,133.600000,6,1.360919,0.053145,0.072326
3351,134.000000,6,1.348814,0.053145,0.071682
3361,134.400000,6,1.356899,0.053145,0.072112
3371,134.800000,7,1.324411,0.062002,0.082116
3381,135.200000,8,1.329702,0.070860,0.094222
3391,135.600000,8,1.318514,0.070860,0.093429
3401,136.000000,8,1.338889,0.070860,0.094873
3411,136.400000,7,1.347665,0.062002,0.083558
3421,136.800000,7,1.333067,0.062002,0.082653
3431,137.200000,6,1.330410,0.053145,0.070704
3441,137.600000,6,1.362424,0.053145,0.072406
3451,138.000000,6,1.352843,0.053145,0.071896
3461,138.400000,6,1.400154,0.053145,0.074411
3471,138.800000,6,1.399032,0.053145,0.074351
3481,139.200000,6,1.412203,0.053145,0.075051
3491,139.600000,5,1.361430,0.044287,0.060294
3501,140.000000,5,1.356718,0.044287,0.060085
3511,140.400000,4,1.436721,0.035430,0.050903
3521,140.800000,3,1.607155,0.026572,0.042706
3531,141.200000,3,1.607155,0.026572,0.042706
3541,141.600000,3,1.607155,0.026572,0.042706
3551,142.000000,3,1.581478,0.026572,0.042024
3561,142.400000,3,1.576860,0.026572,0.041901
3571,142.800000,3,1.576860,0.026572,0.041901
3581,143.200000,4,1.374860,0.035430,0.048711
3591,143.600000,5,1.086546,0.044287,0.048120
3601,144.000000,5,1.057523,0.044287,0.046835
3611,144.400000,5,1.040830,0.044287,0.046095
3621,144.800000,4,0.938071,0.035430,0.033236
3631,145.200000,5,1.073498,0.044287,0.047542
3641,145.600000,4,1.088203,0.035430,0.038555
3651,146.000000,5,1.218145,0.044287,0.053948
3661,146.400000,6,1.349895,0.053145,0.071740
3671,146.800000,6,1.350730,0.053145,0.071784
3681,147.200000,6,1.315015,0.053145,0.069886
3691,147.600000,6,1.315500,0.053145,0.069912
3701,148.000000,6,1.322198,0.053145,0.070268
3711,148.400000,6,1.277105,0.053145,0.067871
3721,148.800000,6,1.262005,0.053145,0.067069
3731,149.200000,6,1.261822,0.053145,0.067059
3741,149.600000,6,1.202804,0.053145,0.063923
3751,150.000000,6,1.175075,0.053145,0.062449
3761,150.400000,7,1.187908,0.062002,0.073653
3771,150.800000,9,1.210708,0.079717,0.096514
3781,151.200000,9,1.242077,0.079717,0.099015
3791,151.600000,9,1.233100,0.079717,0.098299
3801,152.000000,9,1.239447,0.079717,0.098805
3811,152.400000,10,1.236625,0.088574,0.109533
3821,152.800000,10,1.239564,0.088574,0.109794
3831,153.200000,10,1.248174,0.088574,0.110556
3841,153.600000,10,1.243618,0.088574,0.110153
3851,154.000000,10,1.242774,0.088574,0.110078
3861,154.400000,11,1.236292,0.097432,0.120454
3871,154.800000,11,1.232308,0.097432,0.120066
3881,155.200000,11,1.233403,0.097432,0.120173
3891,155.600000,11,1.213899,0.097432,0.118273
3901,156.000000,11,1.213763,0.097432,0.118259
3911,156.400000,10,1.189967,0.088574,0.105401
3921,156.800000,10,1.200019,0.088574,0.106291
3931,157.200000,9,1.200263,0.079717,0.095681
3941,157.600000,8,1.207586,0.070860,0.085569
3951,158.000000,6,1.150965,0.053145,0.061168
3961,158.400000,5,1.127931,0.044287,0.049953
3971,158.800000,5,1.111170,0.044287,0.049211
3981,159.200000,4,1.197310,0.035430,0.042420
3991,159.600000,4,1.189224,0.035430,0.042134
4001,160.000000,4,1.181191,0.035430,0.041849
4011,160.400000,3,1.302573,0.026572,0.034612
4021,160.800000,5,1.084462,0.044287,0.048028
4031,161.200000,5,1.082547,0.044287,0.047943
4041,161.600000,5,1.082547,0.044287,0.047943
4051,162.000000,5,1.082547,0.044287,0.047943
4061,162.400000,5,1.071699,0.044287,0.047463
4071,162.800000,2,0.757801,0.017715,0.013424
4081,163.200000,2,0.757801,0.017715,0.013424
4091,163.600000,2,0.757801,0.017715,0.013424
4101,164.000000,2,0.757801,0.017715,0.013424
4111,164.400000,2,0.724493,0.017715,0.012834
4121,164.800000,2,0.718220,0.017715,0.012723
4131,165.200000,2,0.718220,0.017715,0.012723
4141,165.600000,2,0.718220,0.017715,0.012723
4151,166.000000,2,0.728220,0.017715,0.012900
4161,166.400000,2,0.738439,0.017715,0.013081
4171,166.800000,2,0.738439,0.017715,0.013081
4181,167.200000,2,0.788995,0.017715,0.013977
4191,167.600000,2,0.795427,0.017715,0.014091
4201,168.000000,2,0.821404,0.017715,0.014551
4211,168.400000,2,0.848158,0.017715,0.015025
4221,168.800000,2,0.850335,0.017715,0.015064
4231,169.200000,2,0.913780,0.017715,0.016188
4241,169.600000,2,0.986975,0.017715,0.017484
4251,170.000000,2,0.981830,0.017715,0.017393
4261,170.400000,2,0.995334,0.017715,0.017632
4271,170.800000,2,1.038193,0.017715,0.018391
4281,171.200000,2,1.047810,0.017715,0.018562
4291,171.600000,2,1.039981,0.017715,0.018423
4301,172.000000,2,1.037293,0.017715,0.018376
4311,172.400000,2,1.033286,0.017715,0.018305
4321,172.800000,3,1.077700,0.026572,0.028637
4331,173.200000,3,1.073809,0.026572,0.028534
4341,173.600000,3,1.078639,0.026572,0.028662
4351,174.000000,3,1.092391,0.026572,0.029027
4361,174.400000,5,1.291476,0.044287,0.057196
4371,174.800000,5,1.289352,0.044287,0.057102
4381,175.200000,5,1.275742,0.044287,0.056499
4391,175.600000,5,1.265535,0.044287,0.056047
4401,176.000000,5,1.254263,0.044287,0.055548
4411,176.400000,5,1.244453,0.044287,0.055113
4421,176.800000,5,1.243099,0.044287,0.055053
4431,177.200000,5,1.234649,0.044287,0.054679
4441,177.600000,5,1.224525,0.044287,0.054231
4451,178.000000,5,1.254635,0.044287,0.055564
4461,178.400000,6,1.239230,0.053145,0.065858
4471,178.800000,6,1.241714,0.053145,0.065990
4481,179.200000,6,1.271159,0.053145,0.067555
4491,179.600000,6,1.275075,0.053145,0.067763
4501,180.000000,6,1.257337,0.053145,0.066821
4511,180.400000,6,1.218392,0.053145,0.064751
4521,180.800000,6,1.195686,0.053145,0.063544
4531,181.200000,7,1.208907,0.062002,0.074955
4541,181.600000,7,1.198191,0.062002,0.074290
4551,182.000000,6,1.048662,0.053145,0.055731
4561,182.400000,6,1.033110,0.053145,0.054904
4571,182.800000,4,1.039919,0.035430,0.036844
4581,183.200000,4,1.009360,0.035430,0.035761
4591,183.600000,4,0.962766,0.035430,0.034111
4601,184.000000,4,0.952061,0.035430,0.033731
4611,184.400000,4,0.950820,0.035430,0.033687
4621,184.800000,3,0.874238,0.026572,0.023231
4631,185.200000,3,0.845163,0.026572,0.022458
4641,185.600000,3,0.847283,0.026572,0.022514
4651,186.000000,2,0.783866,0.017715,0.013886
4661,186.400000,2,0.807961,0.017715,0.014313
4671,186.800000,3,1.061393,0.026572,0.028204
4681,187.200000,3,1.044677,0.026572,0.027759
4691,187.600000,3,1.051303,0.026572,0.027936
4701,188.000000,3,1.078425,0.026572,0.028656
4711,188.400000,3,1.041225,0.026572,0.027668
4721,188.800000,3,1.034805,0.026572,0.027497
4731,189.200000,3,1.023004,0.026572,0.027184
4741,189.600000,3,1.018096,0.026572,0.027053
4751,190.000000,5,1.211813,0.044287,0.053668
4761,190.400000,4,1.317098,0.035430,0.046664
4771,190.800000,4,1.318373,0.035430,0.046710
4781,191.200000,4,1.287074,0.035430,0.045601
4791,191.600000,3,1.447060,0.026572,0.038452
4801,192.000000,3,1.453161,0.026572,0.038614
4811,192.400000,3,1.475994,0.026572,0.039221
4821,192.800000,3,1.472619,0.026572,0.039131
4831,193.200000,4,1.551318,0.035430,0.054963
4841,193.600000,4,1.538918,0.035430,0.054524
4851,194.000000,4,1.538629,0.035430,0.054513
4861,194.400000,4,1.511784,0.035430,0.053562
4871,194.800000,4,1.505163,0.035430,0.053328
4881,195.200000,4,1.495605,0.035430,0.052989
4891,195.600000,4,1.474931,0.035430,0.052256
4901,196.000000,4,1.476158,0.035430,0.052300
4911,196.400000,4,1.488148,0.035430,0.052725
4921,196.800000,4,1.490823,0.035430,0.052820
4931,197.200000,4,1.489008,0.035430,0.052755
4941,197.600000,3,1.502538,0.026572,0.039926
4951,198.000000,3,1.479976,0.026572,0.039326
4961,198.400000,3,1.423263,0.026572,0.037819
4971,198.800000,3,1.423263,0.026572,0.037819
4981,199.200000,3,1.423263,0.026572,0.037819
4991,199.600000,3,1.421832,0.026572,0.037781
5001,200.000000,3,1.421935,0.026572,0.037784
5011,200.400000,4,1.317187,0.035430,0.046668
5021,200.800000,2,1.273141,0.017715,0.022554
5031,201.200000,3,1.243735,0.026572,0.033049
5041,201.600000,3,1.127862,0.026572,0.029970
5051,202.000000,4,1.035585,0.035430,0.036691
5061,202.400000,4,0.858137,0.035430,0.030404
5071,202.800000,5,0.913104,0.044287,0.040439
5081,203.200000,4,0.859710,0.035430,0.030459
5091,203.600000,4,0.831235,0.035430,0.029450
5101,204.000000,7,0.856177,0.062002,0.053085
5111,204.400000,7,0.849588,0.062002,0.052676
5121,204.800000,8,0.862205,0.070860,0.061095
5131,205.200000,9,0.865282,0.079717,0.068978
5141,205.600000,9,0.863124,0.079717,0.068806
5151,206.000000,10,0.851106,0.088574,0.075386
5161,206.400000,10,0.849404,0.088574,0.075235
5171,206.800000,10,0.910673,0.088574,0.080662
5181,207.200000,10,0.923829,0.088574,0.081828
5191,207.600000,10,0.910282,0.088574,0.080628
5201,208.000000,10,0.902675,0.088574,0.079954
5211,208.400000,10,0.875625,0.088574,0.077558
5221,208.800000,10,0.889971,0.088574,0.078829
5231,209.200000,10,0.891905,0.088574,0.079000
5241,209.600000,10,0.855453,0.088574,0.075771
5251,210.000000,10,0.796609,0.088574,0.070559
5261,210.400000,10,0.786449,0.088574,0.069659
5271,210.800000,10,0.791635,0.088574,0.070119
5281,211.200000,10,0.863940,0.088574,0.076523
5291,211.600000,11,0.916132,0.097432,0.089260
5301,212.000000,11,0.923428,0.097432,0.089971
5311,212.400000,11,0.946873,0.097432,0.092256
5321,212.800000,14,1.084473,0.124004,0.134479
5331,213.200000,14,1.086238,0.124004,0.134698
5341,213.600000,15,1.065508,0.132862,0.141565
5351,214.000000,15,1.075815,0.132862,0.142935
5361,214.400000,15,1.062846,0.132862,0.141212
5371,214.800000,15,1.060067,0.132862,0.140842
5381,215.200000,18,1.058020,0.159434,0.168684
5391,215.600000,18,1.027889,0.159434,0.163880
5401,216.000000,17,1.030101,0.150577,0.155109
5411,216.400000,18,1.012695,0.159434,0.161458
5421,216.800000,19,1.031299,0.168291,0.173559
5431,217.200000,20,1.041999,0.177149,0.184589
5441,217.600000,20,1.037351,0.177149,0.183766
5451,218.000000,20,1.014206,0.177149,0.179666
5461,218.400000,20,1.023484,0.177149,0.181309
5471,218.800000,20,1.046447,0.177149,0.185377
5481,219.200000,19,1.039077,0.168291,0.174868
5491,219.600000,18,1.032891,0.159434,0.164678
5501,220.000000,18,1.020658,0.159434,0.162728
5511,220.400000,18,1.024804,0.159434,0.163389
5521,220.800000,18,1.043460,0.159434,0.166363
5531,221.200000,18,1.041181,0.159434,0.166000
5541,221.600000,17,1.036928,0.150577,0.156137
5551,222.000000,15,1.027712,0.132862,0.136544
5561,222.400000,15,1.050693,0.132862,0.139597
5571,222.800000,15,1.053360,0.132862,0.139951
5581,223.200000,15,1.033255,0.132862,0.137280
5591,223.600000,15,1.028154,0.132862,0.136602
5601,224.000000,15,1.007367,0.132862,0.133840
5611,224.400000,14,1.013334,0.124004,0.125658
5621,224.800000,13,1.064932,0.115147,0.122623
5631,225.200000,11,1.140623,0.097432,0.111133
5641,225.600000,9,1.116793,0.079717,0.089027
5651,226.000000,9,1.121356,0.079717,0.089391
5661,226.400000,9,1.164682,0.079717,0.092845
5671,226.800000,8,1.091267,0.070860,0.077327
5681,227.200000,8,1.084306,0.070860,0.076833
5691,227.600000,8,1.093470,0.070860,0.077483
5701,228.000000,8,1.103338,0.070860,0.078182
5711,228.400000,9,1.109533,0.079717,0.088449
5721,228.800000,7,0.982542,0.062002,0.060920
5731,229.200000,7,0.982721,0.062002,0.060931
5741,229.600000,7,0.950906,0.062002,0.058958
5751,230.000000,6,0.891132,0.053145,0.047359
5761,230.400000,6,0.889303,0.053145,0.047262
5771,230.800000,4,0.877373,0.035430,0.031085
5781,231.200000,4,0.859364,0.035430,0.030447
5791,231.600000,3,0.871168,0.026572,0.023149
