frame,time_s,ped1,ped2,distance,heading_diff_deg,lateral_ratio,formation,ttc
31,1.200000,1,4,2.046326,5.225494,0.664968,False,
31,1.200000,1,5,4.387752,11.131809,0.113941,False,
31,1.200000,1,6,2.527896,176.828449,0.666021,False,
31,1.200000,1,7,4.359545,167.803610,0.957446,False,
31,1.200000,1,9,2.845270,16.148677,0.271211,False,
31,1.200000,2,3,1.174815,9.430378,0.110717,False,
31,1.200000,2,4,1.637974,6.030540,0.526244,False,
31,1.200000,2,5,4.293508,10.326764,0.004235,False,
31,1.200000,2,6,2.637794,176.023404,0.768610,False,
31,1.200000,2,7,4.375622,166.998565,0.948614,False,
31,1.200000,2,9,3.054814,15.343632,0.431050,False,
31,1.200000,3,4,0.739205,3.399839,0.921701,True,
31,1.200000,3,5,3.171633,19.757142,0.169572,False,
31,1.200000,3,6,1.884086,174.546218,0.485508,False,
31,1.200000,3,7,3.369832,176.428943,0.811841,False,
31,1.200000,3,9,4.224251,24.774010,0.351880,False,
31,1.200000,4,5,3.185145,16.357303,0.368620,False,
31,1.200000,4,6,2.401964,177.946057,0.749471,False,
31,1.200000,4,7,3.574699,173.029104,0.998010,False,
31,1.200000,4,9,4.643076,21.374171,0.491383,False,
31,1.200000,5,6,2.192174,165.696640,0.182466,False,
31,1.200000,5,7,0.918446,156.671801,0.532840,False,
31,1.200000,5,8,4.125552,162.365117,0.968461,False,
31,1.200000,6,7,1.889543,9.024839,0.124288,False,
31,1.200000,6,9,5.245198,160.679772,0.868467,False,1.701133
31,1.200000,7,8,4.895148,5.693317,0.687565,False,
31,1.200000,7,9,7.128421,151.654933,0.933527,False,2.376928
41,1.600000,1,2,0.526806,1.242631,0.982340,True,
41,1.600000,1,3,1.385777,2.011190,0.471762,False,
41,1.600000,1,4,1.983327,1.667892,0.688897,False,
41,1.600000,1,5,4.245060,17.237278,0.090958,False,
41,1.600000,1,6,1.678808,175.239171,0.788019,False,
41,1.600000,1,7,3.375182,174.683347,0.996020,False,
41,1.600000,1,9,2.788842,18.658047,0.323444,False,
41,1.600000,2,3,1.128767,0.768559,0.109207,False,4.722747
41,1.600000,2,4,1.594713,2.910523,0.521749,False,9.197697
41,1.600000,2,5,4.203777,18.479910,0.039737,False,
41,1.600000,2,6,1.927828,173.996540,0.997799,False,
41,1.600000,2,7,3.479969,175.925979,0.867345,False,
41,1.600000,2,9,3.000281,19.900679,0.473406,False,
41,1.600000,3,4,0.716729,3.679081,0.939095,True,2.277156
41,1.600000,3,5,3.142799,19.248468,0.143869,False,
41,1.600000,3,6,1.548394,173.227981,0.251538,False,
41,1.600000,3,7,2.618712,176.694537,0.847812,False,
41,1.600000,3,9,4.115815,20.669237,0.432893,False,
41,1.600000,4,5,3.166826,15.569387,0.333109,False,
41,1.600000,4,6,2.204690,176.907063,0.567883,False,
41,1.600000,4,7,2.940697,173.015456,0.997942,False,
41,1.600000,4,9,4.567723,16.990156,0.564870,False,
41,1.600000,5,6,2.885056,167.523550,0.640237,False,
41,1.600000,5,7,1.324865,157.446069,0.077833,False,
41,1.600000,5,8,3.901393,176.991775,0.947449,False,
41,1.600000,6,7,1.785242,10.077481,0.097005,False,
41,1.600000,6,9,4.223616,166.102781,0.616294,False,1.514475
41,1.600000,7,9,6.008542,156.025300,0.944951,False,1.943225
51,2.000000,1,2,0.531661,1.242626,0.993212,True,
51,2.000000,1,3,1.316750,0.979738,0.510048,False,
51,2.000000,1,4,1.891896,4.909111,0.720477,True,
51,2.000000,1,5,4.111864,25.016110,0.112470,False,
51,2.000000,1,6,0.977262,173.532897,0.979580,False,
51,2.000000,1,7,2.431020,174.683347,0.998394,False,
51,2.000000,1,9,2.766270,14.591301,0.333255,False,
51,2.000000,2,3,1.081706,0.262888,0.120915,False,4.104641
51,2.000000,2,4,1.523719,6.151737,0.538118,False,5.303100
51,2.000000,2,5,4.132115,26.258736,0.019740,False,
51,2.000000,2,6,1.426943,172.290270,0.956822,False,
51,2.000000,2,7,2.656885,175.925974,0.944031,False,
51,2.000000,2,9,2.972180,15.833927,0.484648,False,
51,2.000000,3,4,0.673799,5.888849,0.947830,True,0.689386
51,2.000000,3,5,3.137687,25.995848,0.123034,False,
51,2.000000,3,6,1.603829,172.553159,0.095221,False,
51,2.000000,3,7,2.033778,175.663085,0.985684,False,
51,2.000000,3,9,4.032054,15.571039,0.437377,False,
51,2.000000,4,5,3.188492,20.106999,0.278189,False,
51,2.000000,4,6,2.277575,178.442008,0.664327,False,
51,2.000000,4,7,2.505007,169.774236,0.953064,False,
51,2.000000,4,8,4.907406,170.680058,0.328003,False,
51,2.000000,4,9,4.482380,9.682190,0.576796,False,
51,2.000000,5,6,3.589467,161.450993,0.922798,False,
51,2.000000,5,7,2.041053,149.667237,0.534353,False,
51,2.000000,5,8,3.787811,169.212944,0.999591,False,
51,2.000000,6,7,1.666158,11.783756,0.148489,False,
51,2.000000,6,9,3.260728,171.875803,0.463382,False,1.148604
51,2.000000,7,9,4.924382,160.092047,0.969679,False,1.596304
61,2.400000,1,2,0.581378,5.857792,0.999142,True,
61,2.400000,1,3,1.322825,11.715633,0.660769,False,
61,2.400000,1,4,1.884593,5.826784,0.814606,True,
61,2.400000,1,5,4.002179,14.280215,0.196779,False,
61,2.400000,1,6,0.688024,175.021052,0.863274,False,
61,2.400000,1,7,1.558415,163.947452,0.926296,False,
61,2.400000,1,9,2.732537,3.505008,0.345880,False,
61,2.400000,2,3,1.033681,5.857841,0.229745,False,
61,2.400000,2,4,1.471109,0.031008,0.605756,False,
61,2.400000,2,5,4.047766,20.138007,0.000947,False,
61,2.400000,2,6,1.250174,169.163260,0.730080,False,
61,2.400000,2,7,1.950829,169.805245,0.892699,False,
61,2.400000,2,9,2.953059,2.352784,0.473388,False,
61,2.400000,3,4,0.630944,5.888849,0.944111,True,0.289376
61,2.400000,3,5,3.143568,25.995848,0.181529,False,
61,2.400000,3,6,1.955428,163.305419,0.247051,False,
61,2.400000,3,7,1.793295,175.663085,0.950478,False,
61,2.400000,3,8,4.870824,164.791208,0.325167,False,
61,2.400000,3,9,3.972599,8.210625,0.388106,False,
61,2.400000,4,5,3.216364,20.106999,0.319974,False,
61,2.400000,4,6,2.547798,169.194268,0.015415,False,
61,2.400000,4,7,2.380418,169.774236,0.770523,False,
61,2.400000,4,8,4.410550,170.680058,0.382477,False,
61,2.400000,4,9,4.408532,2.321776,0.526232,False,
61,2.400000,5,6,4.283212,170.698733,0.999990,False,
61,2.400000,5,7,2.860460,149.667237,0.654804,False,
61,2.400000,5,8,3.752348,169.212944,0.984829,False,
61,2.400000,6,7,1.532613,21.031496,0.197161,False,
61,2.400000,6,9,2.384965,171.516044,0.272265,False,0.850998
61,2.400000,7,9,3.894755,167.452460,0.999604,False,1.330855
71,2.800000,1,2,0.609492,4.161049,0.984915,True,
71,2.800000,1,3,1.420570,22.957054,0.810924,False,
71,2.800000,1,4,1.967431,16.942821,0.901431,True,
71,2.800000,1,5,3.910244,3.164178,0.300923,False,
71,2.800000,1,6,1.084525,170.548458,0.210471,False,
71,2.800000,1,7,0.934456,149.290100,0.467876,False,
71,2.800000,1,9,2.657527,14.621045,0.397341,False,
71,2.800000,2,3,1.005897,18.796005,0.511489,False,
71,2.800000,2,4,1.471492,12.781772,0.770252,True,
71,2.800000,2,5,3.915577,7.325227,0.107257,False,
71,2.800000,2,6,1.438692,166.387409,0.485005,False,
71,2.800000,2,7,1.515262,153.451149,0.163351,False,
71,2.800000,2,9,2.911478,10.459996,0.544753,False,
71,2.800000,3,4,0.586727,6.014233,0.939911,True,
71,2.800000,3,5,3.159434,26.121232,0.240950,False,
71,2.800000,3,6,2.424347,147.591404,0.474085,False,
71,2.800000,3,7,2.054654,172.247153,0.500809,False,
71,2.800000,3,8,4.385420,166.100338,0.391593,False,
71,2.800000,3,9,3.917270,8.336009,0.409743,False,
71,2.800000,4,5,3.250301,20.106999,0.360368,False,
71,2.800000,4,6,2.909792,153.605637,0.287760,False,
71,2.800000,4,7,2.641101,166.232921,0.341155,False,
71,2.800000,4,8,3.926096,172.114571,0.457498,False,
71,2.800000,4,9,4.335718,2.321776,0.539355,False,
71,2.800000,5,6,4.946838,173.712636,0.301156,False,
71,2.800000,5,7,3.718031,146.125922,0.756666,False,
71,2.800000,5,8,3.793330,167.778430,0.941962,False,
71,2.800000,6,7,1.423810,40.161442,0.347690,False,
71,2.800000,6,9,1.578607,155.927413,0.418303,False,
71,2.800000,7,9,2.875761,163.911145,0.997733,False,0.992825
81,3.200000,1,2,0.640687,4.161049,0.994358,True,
81,3.200000,1,3,1.543220,23.449444,0.863867,False,
81,3.200000,1,4,2.058118,16.942821,0.925932,True,
81,3.200000,1,5,3.841820,5.085706,0.252613,False,
81,3.200000,1,6,1.865097,160.541750,0.813630,False,
81,3.200000,1,7,1.119556,148.898794,0.478409,False,
81,3.200000,1,9,2.622089,22.683125,0.272295,False,
81,3.200000,2,3,1.019071,19.288395,0.656025,False,
81,3.200000,2,4,1.487516,12.781772,0.831366,True,
81,3.200000,2,5,3.798082,0.924658,0.048552,False,
81,3.200000,2,6,2.039869,156.380701,0.512056,False,
81,3.200000,2,7,1.705765,153.059842,0.459061,False,
81,3.200000,2,8,4.919290,172.092175,0.842393,False,
81,3.200000,2,9,2.891159,18.522076,0.440510,False,
81,3.200000,3,4,0.536715,6.506623,0.936456,True,
81,3.200000,3,5,3.183177,18.363738,0.351505,False,
81,3.200000,3,6,3.014084,137.092306,0.834923,False,
81,3.200000,3,7,2.662298,172.348238,0.175324,False,
81,3.200000,3,8,3.903351,168.619430,0.471955,False,
81,3.200000,3,9,3.885059,0.766319,0.338583,False,
81,3.200000,4,5,3.281074,11.857114,0.446261,False,
81,3.200000,4,6,3.385169,143.598929,0.768724,False,
81,3.200000,4,7,3.172159,165.841614,0.063881,False,
81,3.200000,4,8,3.453570,175.126053,0.559087,False,
81,3.200000,4,9,4.269954,5.740304,0.471410,False,
81,3.200000,5,7,4.621656,153.984500,0.774022,False,
81,3.200000,5,8,3.852608,173.016833,0.955483,False,
81,3.200000,6,7,1.503910,50.559457,0.499191,False,
81,3.200000,6,9,0.888776,137.858625,0.604922,False,
81,3.200000,7,9,1.934306,171.581918,0.946626,False,
91,3.600000,1,2,0.656958,2.013247,0.996928,True,
91,3.600000,1,3,1.667894,22.945510,0.912077,False,
91,3.600000,1,4,2.204344,23.563299,0.929451,False,
91,3.600000,1,5,3.746391,5.473759,0.260269,False,
91,3.600000,1,6,2.818377,155.554154,0.967157,False,
91,3.600000,1,7,1.930768,156.579605,0.750045,False,
91,3.600000,1,9,2.634706,23.171392,0.191061,False,
91,3.600000,2,3,1.070435,20.932263,0.800566,False,
91,3.600000,2,4,1.584850,21.550052,0.872826,False,
91,3.600000,2,5,3.666804,3.460512,0.068082,False,
91,3.600000,2,6,2.887087,153.540907,0.843997,False,
91,3.600000,2,7,2.372324,158.592852,0.667568,False,
91,3.600000,2,8,4.527711,170.448307,0.919129,False,
91,3.600000,2,9,2.889607,21.158145,0.387192,False,
91,3.600000,3,4,0.545692,0.617788,0.906798,True,
91,3.600000,3,5,3.212297,17.471751,0.394731,False,
91,3.600000,3,6,3.707536,132.608643,0.953228,False,
91,3.600000,3,7,3.430408,179.525115,0.534446,False,
91,3.600000,3,8,3.457277,168.619430,0.564222,False,
91,3.600000,3,9,3.854487,0.225882,0.332264,False,
91,3.600000,4,5,3.324637,18.089539,0.545478,False,
91,3.600000,4,6,4.021909,131.990855,0.901243,False,
91,3.600000,4,7,3.907729,179.857096,0.621321,False,
91,3.600000,4,8,2.966073,168.001641,0.491133,False,
91,3.600000,4,9,4.252607,0.391907,0.412932,False,
91,3.600000,5,8,3.989656,173.908820,0.914650,False,
91,3.600000,6,7,1.692437,47.866241,0.609828,False,
91,3.600000,6,9,0.826125,132.382762,0.308438,False,
91,3.600000,7,9,1.024164,179.750997,0.648337,False,
101,4.000000,1,2,0.647601,0.921282,0.995990,True,2.040004
101,4.000000,1,3,1.795168,22.292497,0.953280,False,
101,4.000000,1,4,2.355051,23.647837,0.955121,False,
101,4.000000,1,5,3.606497,4.820746,0.276810,False,
101,4.000000,1,6,3.854875,154.901141,0.934299,False,
101,4.000000,1,7,2.956930,157.969482,0.936651,False,
101,4.000000,1,8,4.840099,169.088073,0.985328,False,
101,4.000000,1,9,2.725730,11.224125,0.235651,False,
101,4.000000,2,3,1.171900,23.213779,0.913711,False,
101,4.000000,2,4,1.725346,24.569119,0.933723,False,
101,4.000000,2,5,3.513097,5.742029,0.109436,False,
101,4.000000,2,6,3.853997,155.822423,0.847849,False,
101,4.000000,2,7,3.283145,157.048200,0.862320,False,
101,4.000000,2,8,4.233475,168.166791,0.980139,False,
101,4.000000,2,9,2.949128,12.145407,0.445720,False,
101,4.000000,3,4,0.561353,1.355340,0.897191,True,
101,4.000000,3,5,3.246281,17.471751,0.429823,False,
101,4.000000,3,6,4.466538,132.608643,0.980389,False,
101,4.000000,3,7,4.294797,179.738021,0.465215,False,
101,4.000000,3,8,3.062964,168.619430,0.672269,False,
101,4.000000,3,9,3.876491,11.068373,0.444506,False,
101,4.000000,4,5,3.374870,18.827091,0.584662,False,
101,4.000000,4,6,4.743444,131.253304,0.944488,False,
101,4.000000,4,7,4.750808,178.382681,0.596950,False,
101,4.000000,4,8,2.524872,167.264090,0.604545,False,
101,4.000000,4,9,4.299700,12.423712,0.512041,False,
101,4.000000,5,8,4.202533,173.908820,0.853777,False,
101,4.000000,6,7,1.957627,47.129377,0.748384,False,
101,4.000000,6,9,1.547968,143.677016,0.738195,False,
101,4.000000,7,9,0.593870,169.193607,0.608689,False,
111,4.400000,1,2,0.638249,0.921282,0.996298,True,1.639975
111,4.400000,1,3,1.942403,22.292497,0.978152,False,
111,4.400000,1,4,2.519357,23.647837,0.973726,False,
111,4.400000,1,5,3.468447,4.820746,0.299343,False,
111,4.400000,1,6,4.865456,148.293776,0.926434,False,
111,4.400000,1,7,4.002785,160.282058,0.989263,False,
111,4.400000,1,8,4.723502,176.697928,0.992014,False,
111,4.400000,1,9,2.837950,0.401035,0.310010,False,
111,4.400000,2,3,1.310950,23.213779,0.966925,False,
111,4.400000,2,4,1.887929,24.569119,0.965671,False,
111,4.400000,2,5,3.360595,5.742029,0.128591,False,
111,4.400000,2,6,4.820180,149.215058,0.857564,False,
111,4.400000,2,7,4.261608,159.360776,0.959352,False,
111,4.400000,2,8,4.098537,177.619210,0.990797,False,
111,4.400000,2,9,3.049861,0.520247,0.504826,False,
111,4.400000,3,4,0.577145,1.355340,0.890540,True,
111,4.400000,3,5,3.284975,17.471751,0.463523,False,
111,4.400000,3,8,2.789254,154.405430,0.766620,False,
111,4.400000,3,9,3.955714,22.693532,0.567981,False,
111,4.400000,4,5,3.430392,18.827091,0.615825,False,
111,4.400000,4,8,2.215051,153.050091,0.735469,False,
111,4.400000,4,9,4.409866,24.048872,0.624288,False,
111,4.400000,5,8,4.477151,171.877181,0.866955,False,
111,4.400000,6,7,2.277864,51.424166,0.796433,False,
111,4.400000,6,9,2.446799,148.694811,0.900714,False,
111,4.400000,7,9,1.224055,159.881023,0.524541,False,
121,4.800000,1,2,0.631047,0.713028,0.999674,True,1.860324
121,4.800000,1,3,2.017503,12.800601,0.982353,True,
121,4.800000,1,4,2.624660,16.407323,0.970068,False,
121,4.800000,1,5,3.322040,2.419767,0.232940,False,7.625501
121,4.800000,1,8,4.648199,158.248049,0.984750,False,
121,4.800000,1,9,2.958081,7.641549,0.255346,False,
121,4.800000,2,3,1.388089,13.513629,0.978169,True,
121,4.800000,2,4,1.996709,17.120351,0.964541,True,
121,4.800000,2,5,3.225118,1.706740,0.051590,False,7.796935
121,4.800000,2,8,4.018981,158.961077,0.985076,False,
121,4.800000,2,9,3.162410,6.928522,0.445024,False,
121,4.800000,3,4,0.610267,3.606722,0.895060,True,
121,4.800000,3,5,3.321999,15.220369,0.473196,False,
121,4.800000,3,8,2.630917,145.447448,0.885748,False,
121,4.800000,3,9,4.029103,20.442151,0.612287,False,
121,4.800000,4,5,3.490956,18.827091,0.645062,False,
121,4.800000,4,8,2.024273,141.840726,0.867760,False,
121,4.800000,4,9,4.525003,24.048872,0.649489,False,
121,4.800000,4,10,6.700157,167.811257,0.516216,False,3.240398
121,4.800000,5,8,4.789172,160.667817,0.844812,False,
121,4.800000,6,7,2.612174,48.248278,0.821863,False,
121,4.800000,6,9,3.358520,147.938631,0.927883,False,
121,4.800000,7,9,2.090517,163.813091,0.755392,False,
131,5.200000,1,2,0.625112,0.503790,0.998385,True,2.238942
131,5.200000,1,3,2.046936,6.171554,0.992400,True,
131,5.200000,1,4,2.702130,12.948230,0.976077,False,
131,5.200000,1,5,3.155453,3.518060,0.187163,False,6.140825
131,5.200000,1,8,4.630150,155.084785,0.994772,False,
131,5.200000,1,9,2.971767,4.237441,0.192082,False,
131,5.200000,2,3,1.421936,6.675344,0.992050,True,
131,5.200000,2,4,2.078415,13.452019,0.972831,True,
131,5.200000,2,5,3.077497,3.014270,0.005539,False,7.253925
131,5.200000,2,8,4.005646,155.588574,0.996083,False,
131,5.200000,2,9,3.166160,3.733651,0.382213,False,
131,5.200000,3,4,0.662886,6.776675,0.912949,True,
131,5.200000,3,5,3.328271,9.689614,0.482556,False,
131,5.200000,3,8,2.589131,148.913230,0.975549,False,
131,5.200000,3,9,3.979492,10.408995,0.625551,False,
131,5.200000,4,5,3.535694,16.466290,0.682672,False,
131,5.200000,4,8,1.959950,142.136555,0.965622,False,
131,5.200000,4,9,4.529278,17.185671,0.651173,False,
131,5.200000,4,10,5.956421,167.515428,0.552312,False,2.882241
131,5.200000,5,10,4.982113,151.049138,0.930923,False,
131,5.200000,6,7,2.967213,48.248278,0.863703,False,
131,5.200000,6,9,4.339214,141.371258,0.997771,False,
131,5.200000,7,9,3.115697,170.380464,0.963994,False,
141,5.600000,1,2,0.619599,0.503790,0.999532,True,1.838845
141,5.600000,1,3,2.085977,6.171554,0.998429,True,
141,5.600000,1,4,2.767488,11.626740,0.989894,False,
141,5.600000,1,5,2.987090,3.275461,0.187099,False,5.683847
141,5.600000,1,8,4.706701,91.322587,1.000000,False,
141,5.600000,1,9,2.958160,2.955205,0.192382,False,
141,5.600000,2,3,1.466659,6.675344,0.999150,True,
141,5.600000,2,4,2.148092,12.130530,0.989470,True,
141,5.600000,2,5,2.927899,2.771671,0.015194,False,6.633495
141,5.600000,2,8,4.093411,91.826377,0.999687,False,
141,5.600000,2,9,3.141836,2.451415,0.382633,False,
141,5.600000,3,4,0.691128,5.455186,0.937162,True,
141,5.600000,3,5,3.333495,9.447015,0.503661,False,
141,5.600000,3,8,2.642408,85.151033,0.998607,False,
141,5.600000,3,9,3.908376,9.126759,0.647927,False,
141,5.600000,4,5,3.597006,14.902201,0.688012,False,
141,5.600000,4,8,2.018825,79.695847,0.999755,False,
141,5.600000,4,9,4.478881,14.581946,0.689788,False,
141,5.600000,4,10,5.250656,166.193939,0.718464,False,2.640403
141,5.600000,5,10,4.533099,151.291738,0.884636,False,
141,5.600000,6,7,3.302033,48.784902,0.841655,False,
141,5.600000,7,9,4.207911,179.844472,0.216673,False,
151,6.000000,1,2,0.616727,0.157881,0.999954,True,
151,6.000000,1,3,2.115597,4.235483,0.999979,True,
151,6.000000,1,4,2.824130,9.690669,0.995056,False,
151,6.000000,1,5,2.808156,5.211531,0.163037,False,4.984117
151,6.000000,1,8,4.829456,80.166525,0.996833,False,
151,6.000000,1,9,2.984938,1.213455,0.146018,False,
151,6.000000,2,3,1.499437,4.393364,0.999962,True,
151,6.000000,2,4,2.207538,9.848550,0.994409,True,
151,6.000000,2,5,2.791252,5.053651,0.053809,False,
151,6.000000,2,8,4.225274,80.324406,0.994685,False,
151,6.000000,2,9,3.135269,1.055574,0.337336,False,
151,6.000000,3,4,0.720965,5.455186,0.952227,True,
151,6.000000,3,5,3.340323,9.447015,0.522464,False,
151,6.000000,3,8,2.757324,75.931042,0.995635,False,
151,6.000000,3,9,3.845128,5.448939,0.639794,False,
151,6.000000,3,10,4.888087,163.520088,0.946236,False,
151,6.000000,4,5,3.660151,14.902201,0.703943,False,
151,6.000000,4,8,2.145948,70.475856,0.988095,False,
151,6.000000,4,9,4.434451,10.904125,0.685675,False,
151,6.000000,4,10,4.505824,168.975274,0.860128,False,2.110866
151,6.000000,5,10,4.131567,154.073074,0.675059,False,
151,6.000000,6,7,3.664444,57.888648,0.773790,False,
161,6.400000,1,2,0.641211,2.633302,0.999184,True,
161,6.400000,1,3,2.147227,3.422761,0.998544,True,
161,6.400000,1,4,2.883247,8.877947,0.998897,False,
161,6.400000,1,5,2.624809,6.024254,0.146989,False,4.533143
161,6.400000,1,8,4.991694,55.539880,0.983038,False,
161,6.400000,1,9,3.086124,8.694850,0.027120,False,
161,6.400000,2,3,1.506152,0.789459,0.999403,True,
161,6.400000,2,4,2.242879,6.244645,0.995988,True,
161,6.400000,2,5,2.675353,8.657556,0.117541,False,
161,6.400000,2,8,4.365858,52.906578,0.986679,False,
161,6.400000,2,9,3.172727,6.061548,0.201126,False,
161,6.400000,2,10,4.787802,169.607348,0.818203,False,
161,6.400000,3,4,0.752209,5.455186,0.964286,True,
161,6.400000,3,5,3.348749,9.447015,0.540932,False,
161,6.400000,3,8,2.909957,52.117119,0.970946,False,
161,6.400000,3,9,3.787519,5.272089,0.556367,False,
161,6.400000,3,10,4.004906,170.396807,0.372441,False,
161,6.400000,4,5,3.725031,14.902201,0.718999,False,
161,6.400000,4,8,2.311207,46.661933,0.947092,False,
161,6.400000,4,9,4.385084,0.183097,0.610662,False,
161,6.400000,4,10,3.605692,175.851993,0.168432,False,1.392164
161,6.400000,5,10,3.792391,160.949792,0.399401,False,
161,6.400000,6,7,4.048011,57.530967,0.843741,False,
161,6.400000,8,10,4.773462,137.486074,0.308761,False,
171,6.800000,1,2,0.670207,2.633302,0.992720,True,
171,6.800000,1,3,2.201696,4.991609,0.992652,True,
171,6.800000,1,4,2.952496,8.877947,0.999940,False,
171,6.800000,1,5,2.441639,6.024254,0.138243,False,4.133138
171,6.800000,1,9,3.189363,8.694850,0.002111,False,
171,6.800000,1,10,4.516428,166.974046,0.886843,False,
171,6.800000,2,3,1.531590,2.358307,0.995056,True,
171,6.800000,2,4,2.284269,6.244645,0.999256,True,
171,6.800000,2,5,2.561879,8.657556,0.148684,False,
171,6.800000,2,8,4.420089,4.654158,0.943831,False,
171,6.800000,2,9,3.211314,6.061548,0.182763,False,
171,6.800000,2,10,4.018852,169.607348,0.722570,False,
171,6.800000,3,4,0.779396,3.886338,0.961052,True,
171,6.800000,3,5,3.386024,11.015863,0.566296,False,
171,6.800000,3,8,2.931671,7.012465,0.914442,False,
171,6.800000,3,9,3.715235,3.703241,0.547843,False,
171,6.800000,3,10,3.162512,171.965656,0.091675,False,
171,6.800000,4,5,3.791569,14.902201,0.733219,False,
171,6.800000,4,8,2.338943,10.898803,0.843027,True,
171,6.800000,4,9,4.336063,0.183097,0.617881,False,
171,6.800000,4,10,2.708800,175.851993,0.130267,False,0.992166
171,6.800000,5,10,3.640522,160.949792,0.601562,False,
171,6.800000,8,10,4.068961,164.953191,0.637206,False,
181,7.200000,1,2,0.732144,6.495646,0.979582,True,
181,7.200000,1,3,2.321140,11.488661,0.971665,True,
181,7.200000,1,4,3.092824,16.270158,0.993663,False,
181,7.200000,1,5,2.267801,8.943072,0.184166,False,
181,7.200000,1,9,3.257825,13.999568,0.028608,False,
181,7.200000,1,10,4.031089,160.664276,0.521445,False,
181,7.200000,2,3,1.591226,4.993014,0.979681,True,
181,7.200000,2,4,2.361026,9.774512,0.999316,True,
181,7.200000,2,5,2.391002,2.447426,0.193680,False,4.247414
181,7.200000,2,8,4.513900,2.206732,0.911717,False,
181,7.200000,2,9,3.254975,7.503921,0.190844,False,
181,7.200000,2,10,3.396609,167.159922,0.608645,False,
181,7.200000,3,4,0.809675,4.781497,0.962207,True,
181,7.200000,3,5,3.366071,2.545588,0.637154,False,
181,7.200000,3,8,2.958624,7.199746,0.894026,False,
181,7.200000,3,9,3.643695,2.510907,0.560174,False,
181,7.200000,3,10,2.363184,172.152937,0.075647,False,
181,7.200000,4,5,3.806773,7.327086,0.798340,False,
181,7.200000,4,8,2.365458,11.981243,0.812478,True,
