frame,ped_id,x,y,vx,vy,time_s,speed,direction_deg,ax,ay,acceleration,nearest_distance,ttc
141,2,-3.081747,11.641910,-0.137648,-1.335211,5.600000,1.342287,264.114115,0.000000,0.000000,0.000000,0.619599,1.838845
151,2,-3.114782,11.117390,-0.082589,-1.311287,6.000000,1.313885,266.396095,0.137648,0.059810,0.150081,0.616727,
161,2,-3.114782,10.607230,0.000000,-1.275400,6.400000,1.275400,270.000000,0.206472,0.089717,0.225122,0.641211,
171,2,-3.114782,10.097070,0.000000,-1.275400,6.800000,1.275400,270.000000,0.000000,0.000000,0.000000,0.670207,
181,2,-3.137031,9.576537,-0.055621,-1.301333,7.200000,1.302521,267.552574,-0.139053,-0.064832,0.153424,0.732144,4.247414
191,2,-3.211192,9.031799,-0.185404,-1.361845,7.600000,1.374408,262.247326,-0.324456,-0.151280,0.357991,0.763705,3.205135
201,2,-3.285353,8.487062,-0.185404,-1.361845,8.000000,1.374408,262.247326,0.000000,0.000000,0.000000,0.796498,2.805136
211,2,-3.347553,7.969035,-0.155500,-1.295066,8.400000,1.304368,263.153215,0.074759,0.166947,0.182922,0.838475,2.843423
221,2,-3.397792,7.477721,-0.125596,-1.228287,8.800000,1.234692,264.161628,0.074760,0.166948,0.182922,0.857701,2.971750
231,2,-3.448030,6.986406,-0.125596,-1.228287,9.200000,1.234692,264.161623,-0.000000,0.000000,0.000000,0.877239,2.571748
241,2,-3.513975,6.498862,-0.164863,-1.218859,9.600000,1.229958,262.296921,-0.098167,0.023570,0.100957,0.881218,
251,2,-3.603481,6.016976,-0.223763,-1.204716,10.000000,1.225321,259.477831,-0.147250,0.035358,0.151436,0.861559,5.537999
261,2,-3.692986,5.535089,-0.223763,-1.204716,10.400000,1.225321,259.477831,0.000000,0.000000,0.000000,0.841974,5.138019
1,3,-2.284174,17.400860,0.202785,-1.040808,0.000000,1.060379,281.025073,,,,0.780552,
11,3,-2.203059,16.984530,0.202785,-1.040808,0.400000,1.060379,281.025073,0.000000,0.000000,0.000000,0.764416,
21,3,-2.121945,16.568210,0.202785,-1.040808,0.800000,1.060379,281.025073,0.000000,0.000000,0.000000,0.750590,
31,3,-2.040831,16.151890,0.202785,-1.040808,1.200000,1.060379,281.025073,0.000000,0.000000,0.000000,0.739205,
41,3,-1.990000,15.733080,0.127079,-1.047012,1.600000,1.054696,276.920301,-0.189266,-0.015510,0.189901,0.716729,2.277156
51,3,-1.946739,15.313660,0.108152,-1.048563,2.000000,1.054126,275.888849,-0.047316,-0.003877,0.047475,0.673799,0.689386
61,3,-1.903478,14.894230,0.108152,-1.048563,2.400000,1.054126,275.888849,0.000000,0.000000,0.000000,0.630944,0.289376
71,3,-1.859136,14.473350,0.110856,-1.052210,2.800000,1.058034,276.014233,0.006759,-0.009118,0.011350,0.586727,
81,3,-1.810467,14.046630,0.121671,-1.066798,3.200000,1.073714,276.506623,0.027038,-0.036470,0.045399,0.536715,
91,3,-1.761799,13.619910,0.121671,-1.066798,3.600000,1.073714,276.506623,0.000000,0.000000,0.000000,0.545692,
101,3,-1.713130,13.193190,0.121671,-1.066798,4.000000,1.073714,276.506623,0.000000,0.000000,0.000000,0.561353,
111,3,-1.664462,12.766470,0.121671,-1.066798,4.400000,1.073714,276.506623,0.000000,0.000000,0.000000,0.577145,
121,3,-1.632953,12.343000,0.078771,-1.058679,4.800000,1.061605,274.255241,-0.107251,0.020297,0.109155,0.610267,
131,3,-1.627185,11.924400,0.014420,-1.046501,5.200000,1.046600,270.789459,-0.160876,0.030445,0.163732,0.662886,
141,3,-1.621417,11.505800,0.014420,-1.046501,5.600000,1.046600,270.789459,0.000000,0.000000,0.000000,0.691128,
151,3,-1.615649,11.087200,0.014420,-1.046501,6.000000,1.046600,270.789459,0.000000,0.000000,0.000000,0.720965,
161,3,-1.609881,10.668600,0.014420,-1.046501,6.400000,1.046600,270.789459,0.000000,0.000000,0.000000,0.752209,
171,3,-1.593730,10.276430,0.040377,-0.980412,6.800000,0.981243,272.358307,0.064891,0.165222,0.177508,0.779396,
181,3,-1.576426,9.887203,0.043261,-0.973069,7.200000,0.974030,272.545588,0.007210,0.018358,0.019723,0.809675,
191,3,-1.559121,9.497975,0.043261,-0.973069,7.600000,0.974030,272.545588,0.000000,0.000000,0.000000,0.846178,
201,3,-1.541817,9.108748,0.043261,-0.973069,8.000000,0.974030,272.545588,0.000000,0.000000,0.000000,0.883706,
211,3,-1.496039,8.717177,0.114445,-0.978928,8.400000,0.985595,276.668072,0.177959,-0.014647,0.178561,0.893562,
221,3,-1.407551,8.322090,0.221220,-0.987716,8.800000,1.012186,282.624287,0.266939,-0.021970,0.267842,0.862845,
231,3,-1.319063,7.927004,0.221220,-0.987716,9.200000,1.012186,282.624287,0.000000,0.000000,0.000000,0.841532,
241,3,-1.230575,7.531918,0.221220,-0.987716,9.600000,1.012186,282.624287,0.000000,0.000000,0.000000,0.830720,
251,3,-1.142087,7.136831,0.221220,-0.987716,10.000000,1.012186,282.624287,0.000000,0.000000,0.000000,0.830821,
261,3,-0.949267,6.792149,0.482050,-0.861705,10.400000,0.987374,299.223254,0.652073,0.315028,0.724184,0.726013,0.558386
271,3,-0.756447,6.447467,0.482050,-0.861705,10.800000,0.987374,299.223254,0.000000,0.000000,0.000000,0.741438,
281,3,-0.563627,6.102785,0.482050,-0.861705,11.200000,0.987374,299.223254,0.000000,0.000000,0.000000,0.773981,
291,3,-0.369880,5.788318,0.484367,-0.786169,11.600000,0.923403,301.637675,0.005794,0.188840,0.188929,0.798497,
301,3,-0.175206,5.504065,0.486685,-0.710633,12.000000,0.861313,304.405730,0.005794,0.188840,0.188929,0.807160,
1,4,-1.505478,17.347060,0.152685,-1.140492,0.000000,1.150667,277.625235,,,,0.780552,
11,4,-1.444404,16.890860,0.152685,-1.140492,0.400000,1.150667,277.625235,0.000000,0.000000,0.000000,0.764416,
21,4,-1.383330,16.434670,0.152685,-1.140492,0.800000,1.150667,277.625235,0.000000,0.000000,0.000000,0.750590,
31,4,-1.322256,15.978470,0.152685,-1.140492,1.200000,1.150667,277.625235,0.000000,0.000000,0.000000,0.739205,
41,4,-1.297826,15.547080,0.061074,-1.078470,1.600000,1.080198,273.241220,-0.229028,0.155055,0.276579,0.716729,2.277156
51,4,-1.297826,15.132230,0.000000,-1.037122,2.000000,1.037122,270.000000,-0.152685,0.103370,0.184386,0.673799,0.689386
61,4,-1.297826,14.717380,0.000000,-1.037122,2.400000,1.037122,270.000000,0.000000,0.000000,0.000000,0.630944,0.289376
71,4,-1.297826,14.302530,0.000000,-1.037122,2.800000,1.037122,270.000000,0.000000,0.000000,0.000000,0.586727,
81,4,-1.297826,13.887690,0.000000,-1.037122,3.200000,1.037122,270.000000,0.000000,0.000000,0.000000,0.536715,
91,4,-1.243152,13.450250,0.136686,-1.093581,3.600000,1.102090,277.124411,0.341715,-0.141147,0.369718,0.545692,
101,4,-1.182402,13.010310,0.151873,-1.099854,4.000000,1.110290,277.861963,0.037968,-0.015683,0.041080,0.561353,
111,4,-1.121653,12.570370,0.151873,-1.099854,4.400000,1.110290,277.861963,0.000000,0.000000,0.000000,0.577145,
121,4,-1.060904,12.130430,0.151873,-1.099854,4.800000,1.110290,277.861963,0.000000,0.000000,0.000000,0.610267,3.240398
131,4,-1.003652,11.699400,0.143129,-1.077560,5.200000,1.087024,277.566134,-0.021860,0.055735,0.059869,0.662886,2.882241
141,4,-0.960391,11.304050,0.108152,-0.988384,5.600000,0.994284,276.244645,-0.087442,0.222939,0.239474,0.691128,2.640403
151,4,-0.917130,10.908700,0.108152,-0.988384,6.000000,0.994284,276.244645,0.000000,0.000000,0.000000,0.720965,2.110866
161,4,-0.873869,10.513340,0.108152,-0.988384,6.400000,0.994284,276.244645,0.000000,0.000000,0.000000,0.752209,1.392164
171,4,-0.830609,10.117990,0.108152,-0.988384,6.800000,0.994284,276.244645,0.000000,0.000000,0.000000,0.779396,0.992166
181,4,-0.781291,9.734445,0.123294,-0.958860,7.200000,0.966754,277.327086,0.037853,0.073812,0.082952,0.809675,0.596153
191,4,-0.722889,9.368616,0.146005,-0.914573,7.600000,0.926154,279.070350,0.056780,0.110718,0.124428,0.846178,0.218519
201,4,-0.664487,9.002787,0.146005,-0.914573,8.000000,0.926154,279.070350,0.000000,0.000000,0.000000,0.421583,1.284005
211,4,-0.606085,8.636958,0.146005,-0.914573,8.400000,0.926154,279.070350,0.000000,0.000000,0.000000,0.893562,0.884004
221,4,-0.545087,8.296448,0.152495,-0.851275,8.800000,0.864826,280.156048,0.016223,0.158244,0.159073,0.862845,0.544722
231,4,-0.480196,7.993917,0.162228,-0.756329,9.200000,0.773532,282.106177,0.024334,0.237365,0.238609,0.841532,
241,4,-0.415304,7.691385,0.162228,-0.756329,9.600000,0.773532,282.106177,0.000000,0.000000,0.000000,0.830720,
251,4,-0.350413,7.388853,0.162228,-0.756329,10.000000,0.773532,282.106177,0.000000,0.000000,0.000000,0.830821,
261,4,-0.285522,7.086322,0.162228,-0.756329,10.400000,0.773532,282.106177,0.000000,0.000000,0.000000,0.726013,0.558386
271,4,-0.133581,6.849671,0.379852,-0.591628,10.800000,0.703072,302.702268,0.544058,0.411753,0.682305,0.741438,
281,4,0.018359,6.613019,0.379852,-0.591628,11.200000,0.703072,302.702268,0.000000,0.000000,0.000000,0.773981,
291,4,0.170300,6.376368,0.379852,-0.591628,11.600000,0.703072,302.702268,0.000000,0.000000,0.000000,0.798497,
301,4,0.322241,6.139717,0.379852,-0.591628,12.000000,0.703072,302.702268,0.000000,0.000000,0.000000,0.807160,
311,4,0.515422,5.854306,0.482954,-0.713526,12.400000,0.861606,304.092308,0.257756,-0.304746,0.399135,2.731195,
321,4,0.713186,5.563478,0.494410,-0.727071,12.800000,0.879246,304.215795,0.028640,-0.033861,0.044348,2.806800,
1,5,-2.310130,14.106780,-0.140305,-0.913481,0.000000,0.924193,261.267931,,,,1.225161,
11,5,-2.366252,13.741390,-0.140305,-0.913481,0.400000,0.924193,261.267931,0.000000,0.000000,0.000000,1.052768,
21,5,-2.422374,13.376000,-0.140305,-0.913481,0.800000,0.924193,261.267931,0.000000,0.000000,0.000000,1.168148,
31,5,-2.478497,13.010600,-0.140305,-0.913481,1.200000,0.924193,261.267931,0.000000,0.000000,0.000000,0.918446,
41,5,-2.559007,12.642220,-0.201276,-0.920962,1.600000,0.942700,257.671833,-0.152427,-0.018703,0.153571,1.324865,
51,5,-2.696424,12.266850,-0.343542,-0.938418,2.000000,0.999324,249.893001,-0.355664,-0.043640,0.358331,2.041053,
61,5,-2.833841,11.891490,-0.343542,-0.938418,2.400000,0.999324,249.893001,0.000000,0.000000,0.000000,2.860460,
71,5,-2.971258,11.516120,-0.343542,-0.938418,2.800000,0.999324,249.893001,0.000000,0.000000,0.000000,3.159434,
81,5,-3.055082,11.116860,-0.209561,-0.998139,3.200000,1.019900,258.142886,0.334953,-0.149303,0.366722,3.183177,
91,5,-3.132952,10.714950,-0.194674,-1.004775,3.600000,1.023460,259.034872,0.037217,-0.016590,0.040747,3.212297,
101,5,-3.210821,10.313040,-0.194674,-1.004775,4.000000,1.023460,259.034872,0.000000,0.000000,0.000000,3.246281,
111,5,-3.288691,9.911134,-0.194674,-1.004775,4.400000,1.023460,259.034872,0.000000,0.000000,0.000000,3.284975,
121,5,-3.366560,9.509224,-0.194674,-1.004775,4.800000,1.023460,259.034872,0.000000,0.000000,0.000000,3.225118,7.625501
131,5,-3.426790,9.124612,-0.150574,-0.961530,5.200000,0.973249,261.099845,0.110249,0.108112,0.154412,3.077497,6.140825
141,5,-3.485060,8.741922,-0.145674,-0.956725,5.600000,0.967752,261.342444,0.012250,0.012012,0.017157,2.927899,5.683847
151,5,-3.543329,8.359232,-0.145674,-0.956725,6.000000,0.967752,261.342444,0.000000,0.000000,0.000000,2.791252,4.984117
161,5,-3.601599,7.976541,-0.145674,-0.956725,6.400000,0.967752,261.342444,0.000000,0.000000,0.000000,2.624809,4.533143
171,5,-3.659869,7.593851,-0.145674,-0.956725,6.800000,0.967752,261.342444,0.000000,0.000000,0.000000,2.441639,4.133138
181,5,-3.659869,7.243399,0.000000,-0.876131,7.200000,0.876131,270.000000,0.364186,0.201486,0.416206,2.267801,4.247414
191,5,-3.659869,6.892946,0.000000,-0.876131,7.600000,0.876131,270.000000,0.000000,0.000000,0.000000,2.116213,3.205135
201,5,-3.659869,6.542494,0.000000,-0.876131,8.000000,0.876131,270.000000,0.000000,0.000000,0.000000,1.972828,2.805136
211,5,-3.659869,6.192042,0.000000,-0.876131,8.400000,0.876131,270.000000,0.000000,0.000000,0.000000,1.804230,2.843423
221,5,-3.659869,5.841589,-0.000000,-0.876131,8.800000,0.876131,270.000000,-0.000000,0.000000,0.000000,1.656989,2.971750
231,5,-3.659869,5.491137,0.000000,-0.876131,9.200000,0.876131,270.000000,0.000000,0.000000,0.000000,1.510200,2.571748
1,6,-3.348391,13.456370,-0.121671,1.247334,0.000000,1.253254,95.571291,,,,1.225161,
11,6,-3.397059,13.955300,-0.121671,1.247334,0.400000,1.253254,95.571291,0.000000,0.000000,0.000000,1.052768,
21,6,-3.445728,14.454230,-0.121671,1.247334,0.800000,1.253254,95.571291,0.000000,0.000000,0.000000,1.486551,
31,6,-3.494396,14.953170,-0.121671,1.247334,1.200000,1.253254,95.571291,0.000000,0.000000,0.000000,1.884086,1.701133
41,6,-3.495478,15.371060,-0.002704,1.044738,1.600000,1.044741,90.148282,0.297418,-0.506490,0.587358,1.548394,1.514475
51,6,-3.484662,15.768700,0.027038,0.994089,2.000000,0.994457,88.442008,0.074355,-0.126621,0.146839,0.977262,1.148604
61,6,-3.414724,16.135130,0.174846,0.916077,2.400000,0.932614,79.194268,0.369520,-0.195032,0.417830,0.688024,0.850998
71,6,-3.256101,16.454750,0.396558,0.799058,2.800000,0.892049,63.605637,0.554280,-0.292547,0.626745,1.084525,
81,6,-2.984999,16.822450,0.677754,0.919246,3.200000,1.142088,53.598929,0.702989,0.300471,0.764511,0.888776,
91,6,-2.638913,17.222200,0.865217,0.999372,3.600000,1.321872,49.115267,0.468659,0.200314,0.509674,0.826125,
101,6,-2.292826,17.621950,0.865217,0.999372,4.000000,1.321872,49.115267,0.000000,0.000000,0.000000,1.547968,
111,6,-1.914293,17.968900,0.946331,0.867393,4.400000,1.283711,42.507902,0.202785,-0.329947,0.387282,2.277864,
121,6,-1.532156,18.310000,0.955344,0.852729,4.800000,1.280558,41.751722,0.022532,-0.036661,0.043031,2.612174,
131,6,-1.150018,18.651090,0.955344,0.852729,5.200000,1.280558,41.751722,0.000000,0.000000,0.000000,2.967213,
141,6,-0.722456,18.929100,1.068904,0.695039,5.600000,1.275004,33.033325,0.283900,-0.394225,0.485811,3.302033,
151,6,-0.188906,19.059940,1.333877,0.327095,6.000000,1.373397,13.778255,0.662432,-0.919859,1.133560,3.664444,
161,6,0.318208,19.187660,1.267784,0.319291,6.400000,1.307373,14.135937,-0.165232,-0.019510,0.166380,4.048011,
171,6,0.798884,19.312250,1.201691,0.311487,6.800000,1.241405,14.531649,-0.165233,-0.019510,0.166380,7.668424,
181,6,1.279560,19.436850,1.201691,0.311487,7.200000,1.241405,14.531649,0.000000,0.000000,0.000000,8.237810,
191,6,1.740490,19.467790,1.152324,0.077363,7.600000,1.154918,3.840876,-0.123418,-0.585309,0.598179,8.539071,
201,6,2.196483,19.475330,1.139982,0.018832,8.000000,1.140138,0.946420,-0.030855,-0.146327,0.149545,8.829950,
211,6,2.652475,19.482860,1.139982,0.018832,8.400000,1.140138,0.946420,0.000000,0.000000,0.000000,9.095897,
221,6,3.105343,19.489950,1.132170,0.017737,8.800000,1.132309,0.897556,-0.019530,-0.002737,0.019721,9.376491,
231,6,3.530086,19.493110,1.061858,0.007883,9.200000,1.061887,0.425369,-0.175780,-0.024634,0.177498,9.660465,
241,6,3.954829,19.496260,1.061858,0.007883,9.600000,1.061887,0.425369,0.000000,0.000000,0.000000,9.631708,
251,6,4.379572,19.499410,1.061858,0.007883,10.000000,1.061887,0.425369,0.000000,-0.000000,0.000000,9.469803,
261,6,4.804315,19.502570,1.061858,0.007883,10.400000,1.061887,0.425369,0.000000,0.000000,0.000000,9.342708,
1,7,-2.933086,11.610760,-0.415304,1.195676,0.000000,1.265748,109.154082,,,,1.891760,
11,7,-3.099208,12.089030,-0.415304,1.195676,0.400000,1.265748,109.154082,0.000000,0.000000,0.000000,1.807628,
21,7,-3.265330,12.567300,-0.415304,1.195676,0.800000,1.265748,109.154082,0.000000,0.000000,0.000000,1.168148,
31,7,-3.395257,13.066230,-0.324817,1.247337,1.200000,1.288936,104.596131,0.226218,0.129152,0.260490,0.918446,2.376928
41,7,-3.488989,13.585830,-0.234330,1.298998,1.600000,1.319964,100.225764,0.226218,0.129153,0.260490,1.324865,1.943225
51,7,-3.582720,14.105430,-0.234330,1.298998,2.000000,1.319964,100.225764,0.000000,0.000000,0.000000,1.666158,1.596304
61,7,-3.676452,14.625030,-0.234330,1.298998,2.400000,1.319964,100.225764,0.000000,0.000000,0.000000,1.532613,1.330855
71,7,-3.802630,15.140010,-0.315444,1.287450,2.800000,1.325531,103.767079,-0.202785,-0.028870,0.204830,0.934456,0.992825
81,7,-3.932412,15.654480,-0.324456,1.286167,3.200000,1.326461,104.158386,-0.022532,-0.003207,0.022759,1.119556,
91,7,-4.001457,16.218300,-0.172611,1.409563,3.600000,1.420092,96.981508,0.379614,0.308490,0.489155,1.024164,
101,7,-4.063752,16.787610,-0.155739,1.423273,4.000000,1.431768,96.244644,0.042179,0.034275,0.054349,0.593870,
111,7,-4.101130,17.331400,-0.093443,1.359465,4.400000,1.362673,93.932067,0.155739,-0.159520,0.222938,1.224055,
121,7,-4.101130,17.836900,0.000000,1.263753,4.800000,1.263753,90.000000,0.233609,-0.239280,0.334407,2.090517,
131,7,-4.101130,18.342400,0.000000,1.263753,5.200000,1.263753,90.000000,-0.000000,0.000000,0.000000,2.967213,
141,7,-4.024097,18.878180,0.192581,1.339435,5.600000,1.353209,81.818227,0.481452,0.189205,0.517295,3.302033,
151,7,-3.831517,19.459360,0.481451,1.452959,6.000000,1.530649,71.666904,0.722177,0.283810,0.775943,3.664444,
161,7,-3.638936,20.040540,0.481451,1.452959,6.400000,1.530649,71.666904,0.000000,0.000000,0.000000,4.048011,
1,8,0.882521,9.735334,-0.207652,0.554509,0.000000,0.592115,110.529864,,,,4.251598,
11,8,0.799461,9.957138,-0.207652,0.554509,0.400000,0.592115,110.529864,0.000000,0.000000,0.000000,4.443487,
21,8,0.716400,10.178940,-0.207652,0.554509,0.800000,0.592115,110.529864,0.000000,0.000000,0.000000,4.480301,
31,8,0.687230,10.365160,-0.072925,0.465543,1.200000,0.471220,98.902814,0.336817,-0.222417,0.403627,4.125552,
41,8,0.711950,10.515790,0.061801,0.376576,1.600000,0.381613,80.680058,0.336817,-0.222417,0.403627,3.901393,
51,8,0.736671,10.666420,0.061801,0.376576,2.000000,0.381613,80.680058,0.000000,0.000000,0.000000,3.787811,
61,8,0.761391,10.817050,0.061801,0.376576,2.400000,0.381613,80.680058,0.000000,0.000000,0.000000,3.752348,
71,8,0.783022,10.973220,0.054076,0.390435,2.800000,0.394162,82.114571,-0.019313,0.034647,0.039666,3.793330,
81,8,0.797442,11.142330,0.036051,0.422772,3.200000,0.424306,85.126053,-0.045063,0.080844,0.092555,3.453570,
91,8,0.811862,11.311440,0.036051,0.422772,3.600000,0.424306,85.126053,0.000000,0.000000,0.000000,2.966073,
101,8,0.826282,11.480550,0.036051,0.422772,4.000000,0.424306,85.126053,0.000000,0.000000,0.000000,2.524872,
111,8,0.863054,11.586810,0.091929,0.265657,4.400000,0.281113,70.912054,0.139697,-0.392788,0.416891,2.215051,
121,8,0.909405,11.666140,0.115877,0.198322,4.800000,0.229693,59.702689,0.059870,-0.168338,0.178668,2.024273,
131,8,0.955756,11.745470,0.115877,0.198322,5.200000,0.229693,59.702689,0.000000,0.000000,0.000000,1.959950,
141,8,1.010450,11.741590,0.136735,-0.009704,5.600000,0.137079,355.940492,0.052145,-0.520064,0.522672,2.018825,
151,8,1.066071,11.728460,0.139053,-0.032818,6.000000,0.142873,346.720500,0.005794,-0.057785,0.058075,2.145948,
161,8,1.114134,11.692120,0.120156,-0.090852,6.400000,0.150637,322.906578,-0.047242,-0.145083,0.152581,2.311207,
171,8,1.094167,11.446860,-0.049916,-0.613152,6.800000,0.615180,265.345842,-0.425181,-1.305750,1.373231,2.338943,
181,8,1.074200,11.201600,-0.049916,-0.613152,7.200000,0.615180,265.345842,0.000000,0.000000,0.000000,2.365458,
191,8,1.054234,10.956340,-0.049916,-0.613152,7.600000,0.615180,265.345842,0.000000,0.000000,0.000000,2.383072,
201,8,1.045471,10.720720,-0.021908,-0.589055,8.000000,0.589463,267.870077,0.070022,0.060240,0.092369,2.130888,
211,8,1.081522,10.523650,0.090127,-0.492671,8.400000,0.500847,280.366783,0.280086,0.240962,0.369474,1.713588,
221,8,1.117572,10.326580,0.090127,-0.492671,8.800000,0.500847,280.366783,0.000000,0.000000,0.000000,1.522311,
231,8,1.153623,10.129510,0.090127,-0.492671,9.200000,0.500847,280.366783,0.000000,0.000000,0.000000,1.653446,
241,8,1.151115,9.925635,-0.006270,-0.509690,9.600000,0.509729,269.295241,-0.240991,-0.042549,0.244719,1.946940,
251,8,1.122901,9.717220,-0.070534,-0.521037,10.000000,0.525789,262.290596,-0.160661,-0.028366,0.163146,1.320457,
261,8,1.094688,9.508806,-0.070534,-0.521037,10.400000,0.525789,262.290596,0.000000,0.000000,0.000000,1.196775,
271,8,1.066474,9.300391,-0.070534,-0.521037,10.800000,0.525789,262.290596,0.000000,0.000000,0.000000,1.689995,
281,8,1.038261,9.091976,-0.070534,-0.521037,11.200000,0.525789,262.290596,0.000000,0.000000,0.000000,2.472582,
291,8,1.031772,8.907556,-0.016223,-0.461052,11.600000,0.461337,267.984790,0.135778,0.149963,0.202298,2.673770,
301,8,1.025282,8.723135,-0.016223,-0.461052,12.000000,0.461337,267.984790,0.000000,0.000000,0.000000,2.677371,
311,8,1.018793,8.538714,-0.016223,-0.461052,12.400000,0.461337,267.984790,0.000000,0.000000,0.000000,2.731195,
321,8,1.012304,8.354294,-0.016223,-0.461052,12.800000,0.461337,267.984790,0.000000,0.000000,0.000000,2.806800,
331,8,0.957078,8.315088,-0.138067,-0.098015,13.200000,0.169320,215.371409,-0.304609,0.907591,0.957344,4.899240,
